nohup: ignoring input
iteration=0 	 commit=5390a119a3cdf58ea03effac83910cd35eab23f6 	 equal=0 	 total=0 	 percentage=0.0
iteration=1488 	 commit=3867958e84a7a136e5e86157617a3fc64988ee69 	 equal=1421 	 total=2964 	 percentage=47.94197031039136
iteration=1489 	 commit=0e012fcdc3258fe788cf53053bb1fe33846285f1 	 equal=1421 	 total=2966 	 percentage=47.90964261631828
iteration=1490 	 commit=0eb4224ae15b0c9ac641c829de0d4ae1b15b609d 	 equal=1423 	 total=2968 	 percentage=47.94474393530997
iteration=1491 	 commit=1a43637fc8278ba8ede00fa68a7565ad3626edba 	 equal=1425 	 total=2970 	 percentage=47.97979797979798
iteration=1492 	 commit=2639d577cfebac60c81788442359cfac975e222d 	 equal=1425 	 total=2972 	 percentage=47.94751009421265
iteration=1493 	 commit=af161a35025edfca7c96e66ad8642e85b5b504cb 	 equal=1425 	 total=2974 	 percentage=47.91526563550773
iteration=1494 	 commit=fdea0c5c03fac42c783b7f134c153dc9db0a5262 	 equal=1425 	 total=2976 	 percentage=47.88306451612903
iteration=1495 	 commit=f5e3f799eb791c0dae3acf12283c574bf4e008c0 	 equal=1425 	 total=2978 	 percentage=47.85090664875756
iteration=1496 	 commit=4ef2020d036c5b6b11040be2e2685746434778e5 	 equal=1425 	 total=2980 	 percentage=47.81879194630873
iteration=1497 	 commit=1d8df8e36b5627a4dffbfe76e384022daf6e4eb1 	 equal=1427 	 total=2982 	 percentage=47.85378940308518
iteration=1498 	 commit=20dfaa9e0b993567055c01902527bcddb9017520 	 equal=1429 	 total=2984 	 percentage=47.888739946380696
iteration=1499 	 commit=8dc68b38874ed1b8f61c051b9b9a5c41d6dd60c2 	 equal=1431 	 total=2986 	 percentage=47.923643670462155
iteration=1500 	 commit=f162ecdea0dda5dbbdb45503c1d55d9afaa41d44 	 equal=1431 	 total=2988 	 percentage=47.89156626506024
iteration=1501 	 commit=114ec1fc50595fdfadd1be6b2ae4fc1923f0cf50 	 equal=1433 	 total=2990 	 percentage=47.92642140468227
iteration=1502 	 commit=710534c7229c42c85038b4263fc67f4ff4a94182 	 equal=1435 	 total=2992 	 percentage=47.961229946524064
iteration=1503 	 commit=5b9f42db983e1d5e915373cf554a50ce4e9b7ef0 	 equal=1436 	 total=2994 	 percentage=47.9625918503674
iteration=1504 	 commit=a32fb958e48ced022a358b5933ae669923f81bb3 	 equal=1438 	 total=2996 	 percentage=47.99732977303071
iteration=1505 	 commit=97f310b1c5e29e4c323a1688c20b2754e9b36adc 	 equal=1439 	 total=2998 	 percentage=47.99866577718479
iteration=1506 	 commit=d8ba50c6638ad6720188c0c8237ffb5bbc3af490 	 equal=1440 	 total=3000 	 percentage=48.0
iteration=1507 	 commit=5f817cb2067a226bc7bc271a42e66bbbf2811d98 	 equal=1441 	 total=3002 	 percentage=48.001332445036645
iteration=1508 	 commit=7f20ace4579f69fc3bd0f975fadec37134c3782c 	 equal=1441 	 total=3004 	 percentage=47.969374167776294
iteration=1509 	 commit=e1501603b6f043a40586ff0babf34980a6f03b15 	 equal=1441 	 total=3006 	 percentage=47.937458416500334
iteration=1510 	 commit=cc95433be9d3eee28e701069bbd0d63b7a585dbb 	 equal=1441 	 total=3008 	 percentage=47.90558510638298
iteration=1511 	 commit=bcfa08d007596876bff20dcac0ca84fee69fe56d 	 equal=1443 	 total=3010 	 percentage=47.94019933554817
iteration=1512 	 commit=38b54a6a18d53d7f9e1d290c6cc420744c450d4f 	 equal=1443 	 total=3012 	 percentage=47.908366533864545
iteration=1513 	 commit=602dc4ba8e54977667a0fd884cc3539bc100c963 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1514 	 commit=c66dec6154a72dd45430cb40885a9eb19e01eca9 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1515 	 commit=d8ecf4ca7f574fd49bdfc3afd155245fa130cc6e 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1516 	 commit=d52c567551279b2ee8ab8a6ab848e99c5c0021c7 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1517 	 commit=054022ef5d9531944dee4195cf2b8c31d1c428b4 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1518 	 commit=891ba9a47ad837006938a5acdace46049fcb8892 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
WARNING: Could not compile fuzz targets!
iteration=1519 	 commit=9b1032753a57a2aa18f21b3e6770d6788f757cf6 	 equal=1443 	 total=3014 	 percentage=47.876575978765764
iteration=1520 	 commit=da428865c21f4be117a665224eaf465ffb9f8a6c 	 equal=1443 	 total=3016 	 percentage=47.8448275862069
iteration=1521 	 commit=51adf4f54815c3a74b3a224eff5b107adf7ef7fe 	 equal=1445 	 total=3018 	 percentage=47.87939032471836
iteration=1522 	 commit=2b5c7c8609e88a4a9b18a19168ba4eb6a60572c3 	 equal=1447 	 total=3020 	 percentage=47.913907284768214
iteration=1523 	 commit=e0eb2474ef0a154001512b66b7cd34f9d0cddd60 	 equal=1449 	 total=3022 	 percentage=47.948378557246855
iteration=1524 	 commit=257e583fceea1e35f0162a1dbd961859add688f9 	 equal=1451 	 total=3024 	 percentage=47.982804232804234
iteration=1525 	 commit=89b4f3b9be15e30dfe6a8de431b5de1e8c4f28f3 	 equal=1451 	 total=3026 	 percentage=47.95109054857898
iteration=1526 	 commit=0118e221548303b71c2b40a878526d017ef64db5 	 equal=1453 	 total=3028 	 percentage=47.98546895640687
WARNING: Could not compile fuzz targets!
iteration=1527 	 commit=7ef04b5643c6bad8cd4b6f6fc4aa9b800c49406f 	 equal=1453 	 total=3028 	 percentage=47.98546895640687
WARNING: Could not compile fuzz targets!
iteration=1528 	 commit=68fdbfd0b159e8cf146c480f0d14f5d7adfd5806 	 equal=1453 	 total=3028 	 percentage=47.98546895640687
iteration=1529 	 commit=29bf8086b26516090565d5f91ee1a43f98a5c5f6 	 equal=1453 	 total=3030 	 percentage=47.95379537953796
iteration=1530 	 commit=f39161321dcbb7932b77f4883814ce503b9442fe 	 equal=1453 	 total=3032 	 percentage=47.922163588390504
iteration=1531 	 commit=a6929b40d94d92f7583d17bf4befae36eae87631 	 equal=1455 	 total=3034 	 percentage=47.956493078444296
iteration=1532 	 commit=de89d6449cba119fa86908b2771c4c441cb8a503 	 equal=1455 	 total=3036 	 percentage=47.92490118577075
iteration=1533 	 commit=101728e8a5089c01fc7bca950db0e8ae84d27b47 	 equal=1455 	 total=3038 	 percentage=47.89335088874259
iteration=1534 	 commit=e44e90b434434de5ea3b23d3a40ded7a5ad05b1c 	 equal=1455 	 total=3040 	 percentage=47.86184210526316
iteration=1535 	 commit=571a321721c5b166c402995b0a8e015f10948c31 	 equal=1455 	 total=3042 	 percentage=47.83037475345168
iteration=1536 	 commit=46a8486d71b686facdea716bd04911bd029ac67e 	 equal=1455 	 total=3044 	 percentage=47.79894875164258
iteration=1537 	 commit=76c716c7d65f5110bd3e2eec25aed62aed7fe24a 	 equal=1455 	 total=3046 	 percentage=47.76756401838477
iteration=1538 	 commit=4ae24db322e38ec81acc749c71c9efa972afe39d 	 equal=1455 	 total=3048 	 percentage=47.73622047244094
iteration=1539 	 commit=4236d98179699dd7512805075eecb292fc253965 	 equal=1455 	 total=3050 	 percentage=47.704918032786885
iteration=1540 	 commit=3f08b610e4dbbbcb449e686d46360255efd78cfc 	 equal=1455 	 total=3052 	 percentage=47.67365661861075
iteration=1541 	 commit=a7ffcfe9612970bf37edb1a78480d357d7ecd62b 	 equal=1456 	 total=3054 	 percentage=47.67518009168304
iteration=1542 	 commit=588d96b572a28e5b0bef55e152d134b62818f85a 	 equal=1457 	 total=3056 	 percentage=47.67670157068063
iteration=1543 	 commit=d248d3e59165824ca5279db4c451d63f762f1ac3 	 equal=1458 	 total=3058 	 percentage=47.67822105951603
iteration=1544 	 commit=1243d28214471444333ea1972616ffb8c8926952 	 equal=1459 	 total=3060 	 percentage=47.67973856209151
iteration=1545 	 commit=13e610fd95025804623ebfc7d134332071f5f1d5 	 equal=1460 	 total=3062 	 percentage=47.68125408229915
iteration=1546 	 commit=70e929e682cec8b60120ae3b1320eab457bd2ea7 	 equal=1460 	 total=3064 	 percentage=47.65013054830287
iteration=1547 	 commit=cb8a526906687d85dfa5af1b30a585e76e2762a7 	 equal=1460 	 total=3066 	 percentage=47.61904761904761
iteration=1548 	 commit=36d40492565faca3f0fc4fe7a77005b4fca45eec 	 equal=1460 	 total=3068 	 percentage=47.58800521512386
iteration=1549 	 commit=530bf719646a1f909a70978e41b0487bd4198664 	 equal=1462 	 total=3070 	 percentage=47.62214983713355
iteration=1550 	 commit=718eb66aa4e6ab0ccbee16889534b32e0faeeb30 	 equal=1464 	 total=3072 	 percentage=47.65625
iteration=1551 	 commit=9829cadbe10ad4cb468514ec68a3160e18f090bc 	 equal=1466 	 total=3074 	 percentage=47.69030579050097
iteration=1552 	 commit=3edd00c7a0a7047bc530b77587e60b5e59b53641 	 equal=1468 	 total=3076 	 percentage=47.724317295188555
iteration=1553 	 commit=2f5ad138924ce4e236455b0e4493d4d869c76397 	 equal=1468 	 total=3078 	 percentage=47.693307342430145
iteration=1554 	 commit=6007b32e10c6283f3d9f4eeb0cb862ecfeba239a 	 equal=1469 	 total=3080 	 percentage=47.6948051948052
iteration=1555 	 commit=5e5e7234c06bc2aa327a1461419f15de4a21b563 	 equal=1469 	 total=3082 	 percentage=47.66385463984425
iteration=1556 	 commit=64fec200816005b6c324f455446ea2ca290ffb87 	 equal=1471 	 total=3084 	 percentage=47.69779507133593
iteration=1557 	 commit=cb29b28da31e3f563c46fd596812a7860d52ab8f 	 equal=1471 	 total=3086 	 percentage=47.66688269604666
iteration=1558 	 commit=c4c55d9e3572b2b4ef84d7cdd0b50ca6d3bbd19e 	 equal=1471 	 total=3088 	 percentage=47.6360103626943
iteration=1559 	 commit=ad998fc493b5fae74f79d53ec930e2b4067e7dda 	 equal=1473 	 total=3090 	 percentage=47.66990291262136
iteration=1560 	 commit=139f2a4c1ab53fd5eb339e395a7c068e3622f83f 	 equal=1475 	 total=3092 	 percentage=47.70375161707633
iteration=1561 	 commit=a6f88881d41f064a4c2438d4e1b532872a879b0c 	 equal=1475 	 total=3094 	 percentage=47.672915319974145
iteration=1562 	 commit=65c8bc1eefea0b99e46d4190dc61ead216088283 	 equal=1475 	 total=3096 	 percentage=47.64211886304909
iteration=1563 	 commit=2cbdd1543134bf256ba49dd1209deadcfc45a4fe 	 equal=1475 	 total=3098 	 percentage=47.61136216914138
iteration=1564 	 commit=80a2aa1ba039947f5c4e87a1ad7b5aa324d96407 	 equal=1475 	 total=3100 	 percentage=47.58064516129033
iteration=1565 	 commit=c46717a70341ac0120579c867d49c250bed4ed52 	 equal=1477 	 total=3102 	 percentage=47.61444229529336
iteration=1566 	 commit=f3e3dd8004d87468d0e07c3fe6c05cc0fab50a52 	 equal=1477 	 total=3104 	 percentage=47.58376288659794
iteration=1567 	 commit=b8b82412a8123369335c37e546cec38eaa460d05 	 equal=1477 	 total=3106 	 percentage=47.55312298776562
iteration=1568 	 commit=d5d6dd939e06cd8048d9d8090502915b0488b1dd 	 equal=1477 	 total=3108 	 percentage=47.52252252252252
iteration=1569 	 commit=7ec06feed742af74e7b53a1df964eef8c3965e16 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1570 	 commit=2ea24b168ab196237093b49cbc24427b023aa79b 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1571 	 commit=8ca7c4f2bbce1e22393cb2e71ae9025b72289121 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1572 	 commit=21a17289c662fa67128d61180e9f8f357660d06b 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1573 	 commit=2aa679bf2551874561190caff4ea18b34c9b388f 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1574 	 commit=87fcbb6a73cfeac5d21a8ce8e8d10f2f52ae0e00 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1575 	 commit=cd53c552e75d47a1c1d60953989192271a452c0b 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1576 	 commit=e84b9e58e0e644f30e104850969a8255d59b9971 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
WARNING: Could not compile fuzz targets!
iteration=1577 	 commit=1b8a163fe13ddc6734e1c0cbf719947a83c86613 	 equal=1479 	 total=3110 	 percentage=47.556270096463024
iteration=1578 	 commit=45c8888dcaf3da7981abc045835efd01a24e9e00 	 equal=1479 	 total=3112 	 percentage=47.52570694087404
iteration=1579 	 commit=5c54abedbc15d373109b23bf61c4e229d9c0cd9f 	 equal=1479 	 total=3114 	 percentage=47.49518304431599
iteration=1580 	 commit=70575ed3c0286cda0e288d2aff2b4c2b0e0c640a 	 equal=1479 	 total=3116 	 percentage=47.46469833119384
iteration=1581 	 commit=3db883dec4c37d53f0b268970355fdd1b11b097f 	 equal=1479 	 total=3118 	 percentage=47.43425272610648
iteration=1582 	 commit=c46f445b6ff4ea59f845a81b873599835ad64b6a 	 equal=1479 	 total=3120 	 percentage=47.40384615384615
iteration=1583 	 commit=f1b91cac94f1309452604447e9a5ace4e14336fc 	 equal=1479 	 total=3122 	 percentage=47.37347853939782
iteration=1584 	 commit=3096a561afe4c001b08e54ffee396d6efa071fca 	 equal=1481 	 total=3124 	 percentage=47.407170294494236
iteration=1585 	 commit=f557542147c59acaf9bc34082f433f74d38e5a58 	 equal=1482 	 total=3126 	 percentage=47.408829174664106
iteration=1586 	 commit=f974a592cfce3ef6f06e12b7621b39c1906db5c0 	 equal=1484 	 total=3128 	 percentage=47.44245524296675
iteration=1587 	 commit=2add4fd2a1d26a00659c9441feafd51a10b671c1 	 equal=1486 	 total=3130 	 percentage=47.47603833865815
iteration=1588 	 commit=bdb0a44e069d5767b0a12623d8f8ec7fcb6a4a0e 	 equal=1488 	 total=3132 	 percentage=47.509578544061306
iteration=1589 	 commit=52f9386bdab2e5d90c3a0f5721012fdd9278bc00 	 equal=1488 	 total=3134 	 percentage=47.47925973197192
iteration=1590 	 commit=b719b3f00078051ca380d8c30767b48b359dd87f 	 equal=1488 	 total=3136 	 percentage=47.44897959183674
iteration=1591 	 commit=1e1f0c306f1e2626ad7774034a4df499da59e9f8 	 equal=1490 	 total=3138 	 percentage=47.482472912683235
iteration=1592 	 commit=f96e1f246435163328e3123d932608a3954f72bb 	 equal=1492 	 total=3140 	 percentage=47.51592356687898
iteration=1593 	 commit=8dc1e98b8e112ed48155920f5aa4e46b5d616e79 	 equal=1492 	 total=3142 	 percentage=47.48567791215786
iteration=1594 	 commit=297e6944a67c1891b9ba194fff0562352a5f8d1f 	 equal=1492 	 total=3144 	 percentage=47.45547073791349
iteration=1595 	 commit=139748612d18c8e0d701003067eb1838b202267c 	 equal=1492 	 total=3146 	 percentage=47.425301970756514
iteration=1596 	 commit=d1104f9d7a5e86b80244d0627562fe832d5bcd4b 	 equal=1492 	 total=3148 	 percentage=47.39517153748412
iteration=1597 	 commit=8a845c65e0dc290af920ce4175689f7321e1d459 	 equal=1492 	 total=3150 	 percentage=47.36507936507937
iteration=1598 	 commit=e67e88b393778d81a0ab50aa1faf2b598db98749 	 equal=1492 	 total=3152 	 percentage=47.33502538071066
iteration=1599 	 commit=f4800bffe2756a64cba03cb1a017bfacad63fdb0 	 equal=1492 	 total=3154 	 percentage=47.305009511731136
iteration=1600 	 commit=735d234d76b31c7d2061f70d0cf88cc122613a80 	 equal=1492 	 total=3156 	 percentage=47.27503168567807
iteration=1601 	 commit=bddcc771de9e7d0a7a077732f15a958a44794f94 	 equal=1492 	 total=3158 	 percentage=47.24509183027232
iteration=1602 	 commit=367a0c6ec6b25b706b9cf181d69abd5f32ffbcea 	 equal=1492 	 total=3160 	 percentage=47.21518987341772
iteration=1603 	 commit=b4c61b1f9149e6f0a7533cb03eeee13f9e6d1811 	 equal=1492 	 total=3162 	 percentage=47.18532574320051
iteration=1604 	 commit=1f9f3ddc015a26611e1eff178570f7a7d81fcecc 	 equal=1492 	 total=3164 	 percentage=47.15549936788875
iteration=1605 	 commit=47e1342d788c40d225eb0aebded160dea454bf60 	 equal=1492 	 total=3166 	 percentage=47.12571067593178
iteration=1606 	 commit=0e0d0ca632e0770605e8e7bce58191f8fa4c05d5 	 equal=1492 	 total=3168 	 percentage=47.0959595959596
iteration=1607 	 commit=384276842ad147b3f65084aaf725a72d45227282 	 equal=1492 	 total=3170 	 percentage=47.06624605678233
iteration=1608 	 commit=646981275fcbb57568ea91529a847f779fba7578 	 equal=1492 	 total=3172 	 percentage=47.03656998738966
iteration=1609 	 commit=a28116539832cde87acd844aa0130df0eed405d6 	 equal=1492 	 total=3174 	 percentage=47.006931316950215
iteration=1610 	 commit=da87b12ef125e3c2d43822004f1f9f2a7f45aaf3 	 equal=1492 	 total=3176 	 percentage=46.977329974811084
iteration=1611 	 commit=1b48d72ad9b5e73334d330b94917a351c5305e61 	 equal=1492 	 total=3178 	 percentage=46.947765890497166
iteration=1612 	 commit=ee0479eccbde05648fe5e0ecbcdf52f841271d97 	 equal=1492 	 total=3180 	 percentage=46.918238993710695
iteration=1613 	 commit=9a71d40d28effb125bcc7f1fd8e76cf6d269b2de 	 equal=1492 	 total=3182 	 percentage=46.88874921433061
iteration=1614 	 commit=ab04ccdd0d78ecf50f50b0458468788aa3984bcc 	 equal=1492 	 total=3184 	 percentage=46.85929648241206
iteration=1615 	 commit=75663433262c087d3729f16a528e37a345e0f6b4 	 equal=1492 	 total=3186 	 percentage=46.82988072818581
iteration=1616 	 commit=769308e8f46bd6b9eaaed9159071fd78943e74e9 	 equal=1493 	 total=3188 	 percentage=46.831869510664994
iteration=1617 	 commit=1c403665cc7726091465f93955ff6c3af4064a49 	 equal=1494 	 total=3190 	 percentage=46.83385579937304
iteration=1618 	 commit=c792e4cde92e6ece06592955068ffb579e826382 	 equal=1494 	 total=3192 	 percentage=46.804511278195484
iteration=1619 	 commit=8a675c046cd5689356d51ac2268b90a205fa24ed 	 equal=1494 	 total=3194 	 percentage=46.775203506574826
iteration=1620 	 commit=de999b24ffefb397ff716123ea66137fc48f7daf 	 equal=1494 	 total=3196 	 percentage=46.7459324155194
iteration=1621 	 commit=b2c2433b4dc8bb11fcd6206dc8e24373a66ba521 	 equal=1496 	 total=3198 	 percentage=46.779237023139466
iteration=1622 	 commit=e39fceea516b8c1b17d8719433a1e3e81cc32cee 	 equal=1498 	 total=3200 	 percentage=46.8125
iteration=1623 	 commit=bc165c4ee67a950e0478b00792f9d160801735bf 	 equal=1500 	 total=3202 	 percentage=46.84572142410993
iteration=1624 	 commit=e5aff4b4fcbd3e1cbdd7d6329c00eee10b36e94d 	 equal=1502 	 total=3204 	 percentage=46.87890137328339
iteration=1625 	 commit=a38895a1851d9a7a9abd1070bba23fb68708cb78 	 equal=1502 	 total=3206 	 percentage=46.84965689332501
iteration=1626 	 commit=2052dc60f5b7403418384237d4bad2c7faf0acee 	 equal=1502 	 total=3208 	 percentage=46.82044887780549
iteration=1627 	 commit=554e87a1ea76ce73b4cfe6fca5b9c1bb47502dad 	 equal=1502 	 total=3210 	 percentage=46.79127725856698
iteration=1628 	 commit=06c344ccb8ccfafa9c506f40226ea2cce0e5f75c 	 equal=1502 	 total=3212 	 percentage=46.76214196762142
iteration=1629 	 commit=22ea442de8776e7e6fa78062cb8bb224b98e736f 	 equal=1502 	 total=3214 	 percentage=46.733042937149975
iteration=1630 	 commit=8ff1bddc6a97a5f8b43ff95405f0642fb03f962b 	 equal=1503 	 total=3216 	 percentage=46.73507462686567
iteration=1631 	 commit=cf25cd0c4893b62a9993034079a6c89c6ca370ee 	 equal=1504 	 total=3218 	 percentage=46.73710379117465
iteration=1632 	 commit=b5db021a71e38d56079cbcfcaf3345765e9ed782 	 equal=1505 	 total=3220 	 percentage=46.73913043478261
iteration=1633 	 commit=ab1b051a9f65b7f8e4dc9f8f9c28a0aff0c86596 	 equal=1505 	 total=3222 	 percentage=46.710117939168214
iteration=1634 	 commit=d1a4c5a9faf95618fc302c358021a745afc0527c 	 equal=1505 	 total=3224 	 percentage=46.68114143920595
iteration=1635 	 commit=5dadcc93c4d4d44d0ec3bdc6bb54851f6ffaee98 	 equal=1505 	 total=3226 	 percentage=46.652200867947926
iteration=1636 	 commit=3105b61e0912df397dd712632d8ea16269ff4d94 	 equal=1507 	 total=3228 	 percentage=46.685254027261465
iteration=1637 	 commit=5bbb2fc4b159b003a22a9d3327ba290a7bba15f0 	 equal=1507 	 total=3230 	 percentage=46.65634674922601
iteration=1638 	 commit=560b34a6e2d3fd58edfb5f0af751f1aa7d3dc3d8 	 equal=1509 	 total=3232 	 percentage=46.68935643564357
iteration=1639 	 commit=7ac84c1d633b49d69b1ec80606fdca8ee14d80e0 	 equal=1509 	 total=3234 	 percentage=46.66048237476809
iteration=1640 	 commit=5048bec585be382f9d37110c6b2e16d26d29d5b2 	 equal=1511 	 total=3236 	 percentage=46.69344870210136
iteration=1641 	 commit=7e9b6f1dba716e7adba1ed2ecd765b207def9747 	 equal=1513 	 total=3238 	 percentage=46.72637430512662
iteration=1642 	 commit=94527d5a61eb3402b49436b978bad69f71884051 	 equal=1513 	 total=3240 	 percentage=46.69753086419753
iteration=1643 	 commit=3af4c151cf09e1e98d311e8308060eb832bdd7d2 	 equal=1513 	 total=3242 	 percentage=46.66872301048735
iteration=1644 	 commit=a238d170dd89e27efd44ea09126b84272c0ac47b 	 equal=1513 	 total=3244 	 percentage=46.63995067817509
iteration=1645 	 commit=1acbe6af40e598b3afae18709eb32ec44d7b1afc 	 equal=1513 	 total=3246 	 percentage=46.61121380160197
iteration=1646 	 commit=574840c5a61a9a20c930dd6fec63e6cf11bacfa5 	 equal=1515 	 total=3248 	 percentage=46.64408866995074
iteration=1647 	 commit=f2223e12e401648a24d559ba766759b8afac2d5e 	 equal=1515 	 total=3250 	 percentage=46.61538461538461
iteration=1648 	 commit=7c6c1fef6a7eab712ad335d63c5fe7ff05e6e59f 	 equal=1515 	 total=3252 	 percentage=46.586715867158674
iteration=1649 	 commit=e8e95d2ca4f1c108cc69cab72c7c5ab31f80a597 	 equal=1517 	 total=3254 	 percentage=46.61954517516902
iteration=1650 	 commit=09cc5fd1b4ef758b1f496b33bc5c5cb9e63b08eb 	 equal=1517 	 total=3256 	 percentage=46.590909090909086
iteration=1651 	 commit=042d2483c04652036ab921983b4967851f3bb8cf 	 equal=1519 	 total=3258 	 percentage=46.62369551872314
iteration=1652 	 commit=d4b4be23c8b55a118f7b9194a93a8e9da38793c1 	 equal=1519 	 total=3260 	 percentage=46.59509202453987
iteration=1653 	 commit=b67e7ab708a0606298fd3707347bed935390d062 	 equal=1519 	 total=3262 	 percentage=46.56652360515021
iteration=1654 	 commit=db0451ab16060509d13415162a95db269ca0d4f3 	 equal=1521 	 total=3264 	 percentage=46.599264705882355
iteration=1655 	 commit=64531344de3dc663a4429e94381d68cc198d0425 	 equal=1521 	 total=3266 	 percentage=46.57072872014697
iteration=1656 	 commit=f506b8bc52efd0781a933a44bb58d02fb000c78d 	 equal=1521 	 total=3268 	 percentage=46.5422276621787
iteration=1657 	 commit=7418616dbfc9c4e5b05b7a57f4fabed3bf9fdcb0 	 equal=1521 	 total=3270 	 percentage=46.51376146788991
iteration=1658 	 commit=45f0f6d21d51c0408fe1d876f18ef05489e69bc0 	 equal=1521 	 total=3272 	 percentage=46.48533007334964
iteration=1659 	 commit=98d1b3dcc2c0530c12fb4422067c529ab375c680 	 equal=1523 	 total=3274 	 percentage=46.51802076970068
iteration=1660 	 commit=4f039c57fee4413a500a9e36bf8350eae1130442 	 equal=1523 	 total=3276 	 percentage=46.48962148962149
iteration=1661 	 commit=9df44cf1e0e300b751cd1c562f2b48335db72ac7 	 equal=1523 	 total=3278 	 percentage=46.46125686394143
iteration=1662 	 commit=55e2b746e6bd3e495c30fe7e5154ec2c956d3faa 	 equal=1525 	 total=3280 	 percentage=46.493902439024396
iteration=1663 	 commit=bb078cbd88252e421d14747b98c5c71062cf7571 	 equal=1525 	 total=3282 	 percentage=46.46556977452773
iteration=1664 	 commit=f200264ddb0a16f54ae2711f399867e659957b1d 	 equal=1526 	 total=3284 	 percentage=46.467722289890375
iteration=1665 	 commit=9bfc10eecb57354270806aa1d9278eebb1db2287 	 equal=1526 	 total=3286 	 percentage=46.43944004869142
iteration=1666 	 commit=d2fa4a727fc994256219a4c4f777a1c38dcc26c5 	 equal=1526 	 total=3288 	 percentage=46.41119221411192
iteration=1667 	 commit=51f1c813970627db0b8804f6a729eed79ac9dfb4 	 equal=1526 	 total=3290 	 percentage=46.38297872340426
iteration=1668 	 commit=a31a9e1b9a1eefcea4c8e08f2d84deb0ac6cc4ae 	 equal=1527 	 total=3292 	 percentage=46.38517618469016
iteration=1669 	 commit=2190b9997ac786189368fc03e46e540c308f11b5 	 equal=1528 	 total=3294 	 percentage=46.387370977534914
iteration=1670 	 commit=38caf0adac8811e663b51656638177397f1400f6 	 equal=1529 	 total=3296 	 percentage=46.38956310679612
iteration=1671 	 commit=4244a048e55d7cce0caddc68b6bb21983e670bc4 	 equal=1531 	 total=3298 	 percentage=46.42207398423287
iteration=1672 	 commit=5671d3acc6a723ac3cb63866e2f429e0f0075c68 	 equal=1531 	 total=3300 	 percentage=46.39393939393939
iteration=1673 	 commit=ed28a5612fc0bf8580ccd360ae086fc715d19b35 	 equal=1531 	 total=3302 	 percentage=46.36583888552393
iteration=1674 	 commit=de20e92a70e73d828984f41f52212051fba51700 	 equal=1531 	 total=3304 	 percentage=46.337772397094426
iteration=1675 	 commit=3407c5c8003e67deba2b477741ac471927d40f14 	 equal=1531 	 total=3306 	 percentage=46.30973986690865
iteration=1676 	 commit=2c25d197c921e292f49aa2b25f4006acd57c1440 	 equal=1531 	 total=3308 	 percentage=46.281741233373644
iteration=1677 	 commit=987bbb684e688651e3d06502e2ff9b6f08130538 	 equal=1531 	 total=3310 	 percentage=46.25377643504532
iteration=1678 	 commit=df818b383cf4fa402b89f7b2dd0f958a749a4790 	 equal=1533 	 total=3312 	 percentage=46.28623188405797
iteration=1679 	 commit=23d570a6f47bc9bc7bf0bcb5dd561885c9a2c55a 	 equal=1534 	 total=3314 	 percentage=46.288473144236576
iteration=1680 	 commit=ad107bbb8e4d8eb1a23e530d040d5b11bb8ff859 	 equal=1535 	 total=3316 	 percentage=46.29071170084439
iteration=1681 	 commit=e3a3e3fa996f318c36f9926fa8cc5dfc9edfac20 	 equal=1535 	 total=3318 	 percentage=46.26280892103677
iteration=1682 	 commit=de34900993bff73c8da651319027b2fa8c490172 	 equal=1535 	 total=3320 	 percentage=46.234939759036145
iteration=1683 	 commit=be05f7640ca13a6eb327dfac0073acc5dae1e3b4 	 equal=1536 	 total=3322 	 percentage=46.23720650210716
iteration=1684 	 commit=7d523aeae16daf2d504c058031fff90a1a17bf64 	 equal=1536 	 total=3324 	 percentage=46.20938628158845
iteration=1685 	 commit=2b4371b434b27874b64742dcd885e4f303082810 	 equal=1536 	 total=3326 	 percentage=46.181599518941674
iteration=1686 	 commit=c362ab1b97f20c5b73b3bad8d52015f679178748 	 equal=1536 	 total=3328 	 percentage=46.15384615384615
iteration=1687 	 commit=122b3ca5838f9648646d7a2940badaae86756f03 	 equal=1536 	 total=3330 	 percentage=46.126126126126124
