nohup: ignoring input
iteration=0 	 commit=8426d9b4d4df1da3c5b2d759e509ae1c50a86667 	 equal=0 	 total=0 	 percentage=0.0
iteration=1057 	 commit=151dc5cc5ffd57aa7a9f448f323baa57571f33b2 	 equal=169 	 total=577 	 percentage=29.289428076256502
iteration=1058 	 commit=0b6cfea005ff719bd7210cd1873e19c7ce4c069b 	 equal=169 	 total=578 	 percentage=29.238754325259514
iteration=1059 	 commit=c8da3fbc35ea1a7a313f298e98e3829c06a270fb 	 equal=170 	 total=579 	 percentage=29.360967184801385
iteration=1060 	 commit=c96cd1c647f4b34964d403d7c3da826476afbb19 	 equal=170 	 total=580 	 percentage=29.310344827586203
iteration=1061 	 commit=57e91b4159082b8cbda54e38c80117a954af154a 	 equal=171 	 total=581 	 percentage=29.43201376936317
iteration=1062 	 commit=ef7d29c66601ac2484ce474fde9b058b3dd4eaa0 	 equal=171 	 total=582 	 percentage=29.381443298969074
iteration=1063 	 commit=81ecaf6178aaf6349260156a254782455cd024cb 	 equal=171 	 total=583 	 percentage=29.331046312178387
iteration=1064 	 commit=27ab59bc16ab5da69c60dba220124072a6e0d774 	 equal=172 	 total=584 	 percentage=29.45205479452055
iteration=1065 	 commit=bd8ce7e33188502fe8d42d3dcf29e52eb164fcf6 	 equal=172 	 total=585 	 percentage=29.401709401709404
iteration=1066 	 commit=5c519a69d3e25f5c210a858f0abf721cd7a2fdab 	 equal=173 	 total=586 	 percentage=29.522184300341298
iteration=1067 	 commit=6f54b07663c48c6f306e93844598b509c2db444f 	 equal=173 	 total=587 	 percentage=29.471890971039183
iteration=1068 	 commit=741ad97e924086e9c2c55d4dcbb2cf1cc429a705 	 equal=173 	 total=588 	 percentage=29.421768707482993
iteration=1069 	 commit=b4633c586b4ca189d3249e8c2b2a695a5280081c 	 equal=174 	 total=589 	 percentage=29.541595925297116
iteration=1070 	 commit=5fae2a5b05735e2853056ab8c415458a4e31917b 	 equal=174 	 total=590 	 percentage=29.491525423728817
iteration=1071 	 commit=36efa6a6b923df9452526b166e8e8561ddf8b07e 	 equal=175 	 total=591 	 percentage=29.610829103214893
iteration=1072 	 commit=c6e74e41c9752c8dc9a409e12cb2ae53e92679dd 	 equal=175 	 total=592 	 percentage=29.56081081081081
iteration=1073 	 commit=6909b5a2b443040e09b575a6f320cd60d7e619ff 	 equal=175 	 total=593 	 percentage=29.51096121416526
iteration=1074 	 commit=594d7266af6c0a899e5218df444178c16327563e 	 equal=175 	 total=594 	 percentage=29.46127946127946
iteration=1075 	 commit=ab4a890d04acf63fa3552af2c7d821b8360e42d4 	 equal=175 	 total=595 	 percentage=29.411764705882355
iteration=1076 	 commit=64e25a61866f431021889c55974617d60f2459be 	 equal=175 	 total=596 	 percentage=29.36241610738255
iteration=1077 	 commit=460968353f602af5986e706ff776c80455f1f8fa 	 equal=176 	 total=597 	 percentage=29.48073701842546
iteration=1078 	 commit=32a1f54b9aba958429dd3fd249b62199071ed8aa 	 equal=176 	 total=598 	 percentage=29.431438127090303
iteration=1079 	 commit=6df197ec150a33907dec61b5ca506744543aaea3 	 equal=176 	 total=599 	 percentage=29.382303839732888
iteration=1080 	 commit=177807f21e67c7f747923378aa24054384cd2be5 	 equal=177 	 total=600 	 percentage=29.5
iteration=1081 	 commit=92f02fff1184f0e6f553bbddb4dca39b4358020e 	 equal=178 	 total=601 	 percentage=29.61730449251248
iteration=1082 	 commit=125296c83db4953a10410f7f01b0dada598af6aa 	 equal=179 	 total=602 	 percentage=29.73421926910299
iteration=1083 	 commit=9c41d9d1df1e19f7e657ce6c4671aee598175d24 	 equal=179 	 total=603 	 percentage=29.684908789386398
iteration=1084 	 commit=ad79eafe86a01a761874db14b789a41f4f7f77e6 	 equal=179 	 total=604 	 percentage=29.635761589403977
iteration=1085 	 commit=fd179ab4b89ff39740aec11623863b5c06098479 	 equal=180 	 total=605 	 percentage=29.75206611570248
iteration=1086 	 commit=bf163ea7f0b1ba56f684b134ee7688f84ef74ac4 	 equal=181 	 total=606 	 percentage=29.86798679867987
iteration=1087 	 commit=075661ffde8cdd48dcb7e4e2033408cee4535edf 	 equal=181 	 total=607 	 percentage=29.818780889621088
iteration=1088 	 commit=db5ac2fa0df1e0d6f7a4a1e5d6e0b5e4ac4456c0 	 equal=182 	 total=608 	 percentage=29.93421052631579
iteration=1089 	 commit=1735c05ac75797976e98720cd72be318b91b4aa3 	 equal=183 	 total=609 	 percentage=30.049261083743843
iteration=1090 	 commit=5fbd40dbe5d6d3f7bd4717073eb2beacc8ebe7c9 	 equal=183 	 total=610 	 percentage=30.0
iteration=1091 	 commit=049cf14cf9f82a07387df4d0c9bdba5ba2fef22f 	 equal=183 	 total=611 	 percentage=29.950900163666123
iteration=1092 	 commit=5d628519d37a70b56be610cc4c256b3accc2f72c 	 equal=183 	 total=612 	 percentage=29.901960784313726
iteration=1093 	 commit=244646bdf7ed8b9c01e93213337b1ab0547ceb1c 	 equal=183 	 total=613 	 percentage=29.853181076672104
iteration=1094 	 commit=5bdfefd3a59169ef61af86c0774e9ca93d97d3d9 	 equal=184 	 total=614 	 percentage=29.967426710097723
iteration=1095 	 commit=5873786e276d4c6f2b5c27880a676cb53059df57 	 equal=185 	 total=615 	 percentage=30.081300813008134
iteration=1096 	 commit=cb59019f580ae0cb863cbf903efae28cf67c33af 	 equal=185 	 total=616 	 percentage=30.032467532467532
iteration=1097 	 commit=52c0f9575b4253a8f3064158529dcedec3c9bffe 	 equal=185 	 total=617 	 percentage=29.983792544570502
iteration=1098 	 commit=4fde357130fe588e9eea3a2045f233d4bf242ad1 	 equal=185 	 total=618 	 percentage=29.93527508090615
iteration=1099 	 commit=e5fd1e5fe25418210c1773e59491c4660f872ba4 	 equal=185 	 total=619 	 percentage=29.88691437802908
iteration=1100 	 commit=87b179e71d7b3b6d1432b7500e6f77596e85e773 	 equal=185 	 total=620 	 percentage=29.838709677419356
iteration=1101 	 commit=b401d37188fd83288ac99fdabaff46a5cf98bd94 	 equal=185 	 total=621 	 percentage=29.790660225442835
iteration=1102 	 commit=6624ccff264ae9f7b0edb922cacd5c54826797da 	 equal=185 	 total=622 	 percentage=29.7427652733119
iteration=1103 	 commit=9a38c08011a2d8a4d291c9267efbdd44e7beb7c4 	 equal=186 	 total=623 	 percentage=29.85553772070626
iteration=1104 	 commit=be87789a6c71b95b9edc69fce16e1ef4eca2d666 	 equal=186 	 total=624 	 percentage=29.807692307692307
iteration=1105 	 commit=d1d1ddec1e4ffb53e646dde684d4a1262b3d43de 	 equal=186 	 total=625 	 percentage=29.759999999999998
iteration=1106 	 commit=bfa0898312e1a36087fa10fa8020a706a2e8e885 	 equal=186 	 total=626 	 percentage=29.712460063897762
iteration=1107 	 commit=79b0d05480668c36e15e26ff8b8ec0e9b3c54b2b 	 equal=186 	 total=627 	 percentage=29.665071770334926
iteration=1108 	 commit=779381fe9e8fc3dea184d5d9de0d3170e9b64772 	 equal=187 	 total=628 	 percentage=29.777070063694268
iteration=1109 	 commit=b6911c177ddf3080a70a910b1d6b2aab288350e1 	 equal=188 	 total=629 	 percentage=29.88871224165342
iteration=1110 	 commit=9212175ffb5db7f3281a51529521dd870ce81041 	 equal=189 	 total=630 	 percentage=30.0
WARNING: Could not compile fuzz targets!
iteration=1111 	 commit=ad20689febfe15e20c9bce6bb74459f169499524 	 equal=189 	 total=630 	 percentage=30.0
iteration=1112 	 commit=e32079015495f01e470b285a9a1f09552ab5c615 	 equal=189 	 total=631 	 percentage=29.952456418383516
iteration=1113 	 commit=fee3aa518d37f55ae93c3039b21c55f5f27d19e5 	 equal=189 	 total=632 	 percentage=29.90506329113924
iteration=1114 	 commit=b58602d93dbbe92373bc451916b256cb2c9a4730 	 equal=189 	 total=633 	 percentage=29.85781990521327
iteration=1115 	 commit=74e10b9c3b7bdc5dd1b2fe61149b6244f3d95a03 	 equal=189 	 total=634 	 percentage=29.81072555205047
iteration=1116 	 commit=b044b8c1824749d10ffdb0159dcd794da8c29cfe 	 equal=189 	 total=635 	 percentage=29.763779527559052
iteration=1117 	 commit=a113e1498d1c069e79b593aa4f8dc7030902b924 	 equal=189 	 total=636 	 percentage=29.71698113207547
iteration=1118 	 commit=17ca3b176321fb3a33f4542982e6ff3e82a3d864 	 equal=190 	 total=637 	 percentage=29.82731554160126
iteration=1119 	 commit=50b18f60cb31b361dff6af6cde8389352641d7c1 	 equal=190 	 total=638 	 percentage=29.780564263322884
iteration=1120 	 commit=ad73e5156e488f48d291cb2ca0ea3dc0c8d3bdd8 	 equal=190 	 total=639 	 percentage=29.7339593114241
iteration=1121 	 commit=720c68dabb6f3c960c68fdaa2caea8fe78d92524 	 equal=190 	 total=640 	 percentage=29.6875
iteration=1122 	 commit=81c39a5244a64f00a3e1647cc760454eeb56bae0 	 equal=190 	 total=641 	 percentage=29.6411856474259
iteration=1123 	 commit=cfabcbfb1785a64352b384e16e0477e2b47cee22 	 equal=190 	 total=642 	 percentage=29.595015576323984
iteration=1124 	 commit=bde14c3adc055d2a16cfe718f1b698801dcd4568 	 equal=190 	 total=643 	 percentage=29.54898911353033
iteration=1125 	 commit=4b839d7c72f2b3ae6f0a2c91316be0ab84d0f708 	 equal=190 	 total=644 	 percentage=29.503105590062113
WARNING: Could not compile fuzz targets!
iteration=1126 	 commit=c49edc45668b17d6fbd19edb2196af4ff8822636 	 equal=190 	 total=644 	 percentage=29.503105590062113
WARNING: Could not compile fuzz targets!
iteration=1127 	 commit=c5d52a5468ffa036f22b766c7c9c4b58332b7767 	 equal=190 	 total=644 	 percentage=29.503105590062113
WARNING: Could not compile fuzz targets!
iteration=1128 	 commit=e75c0148c387962f484f00701169a194b61a0429 	 equal=190 	 total=644 	 percentage=29.503105590062113
WARNING: Could not compile fuzz targets!
iteration=1129 	 commit=28fdbcf393c6c709a21a29f47cfa4c6ed4031ae9 	 equal=190 	 total=644 	 percentage=29.503105590062113
iteration=1130 	 commit=c25072a246eddff711ebec8e4acce9593bc5ff70 	 equal=190 	 total=645 	 percentage=29.457364341085274
iteration=1131 	 commit=1a69a3eceab706f3b83abd41507aba1d969aaf4f 	 equal=190 	 total=646 	 percentage=29.411764705882355
iteration=1132 	 commit=dcfc3c9405fac62c5808c33e1b4c82c45c5b2218 	 equal=191 	 total=647 	 percentage=29.520865533230296
iteration=1133 	 commit=4542fb9f78ff72c6bc72be76385f9710ffee867a 	 equal=191 	 total=648 	 percentage=29.475308641975307
iteration=1134 	 commit=80e817719de40823622f0c91288d129293373875 	 equal=192 	 total=649 	 percentage=29.583975346687215
iteration=1135 	 commit=96f3a31b24074b2ce77d00599e694d1d04e9e556 	 equal=193 	 total=650 	 percentage=29.69230769230769
iteration=1136 	 commit=ff6c03433079c0ca7535bfdfd5cae6e90e0ae9da 	 equal=193 	 total=651 	 percentage=29.64669738863287
iteration=1137 	 commit=05afee0f50f64b64dbb4c0614ccf737ffdc06ab6 	 equal=193 	 total=652 	 percentage=29.601226993865033
iteration=1138 	 commit=351a446ec55d0e4a7520791cc4b6ff6097739e18 	 equal=194 	 total=653 	 percentage=29.709035222052066
iteration=1139 	 commit=e9885efc7c6ef785811c09e1576fb00540ace22c 	 equal=194 	 total=654 	 percentage=29.66360856269113
iteration=1140 	 commit=59fbbf0a65d4729b65adf07b4d8b4770495cc9b8 	 equal=194 	 total=655 	 percentage=29.61832061068702
iteration=1141 	 commit=61c3c80177de00576620d79d586eb57d8723ee1a 	 equal=194 	 total=656 	 percentage=29.573170731707314
iteration=1142 	 commit=9de384e27a86431b02a78bdbdef0adccf0d9338d 	 equal=195 	 total=657 	 percentage=29.68036529680365
iteration=1143 	 commit=4b526045fa143923fb66c3b1e19901cf6f5d2c73 	 equal=195 	 total=658 	 percentage=29.635258358662615
iteration=1144 	 commit=4870194380c4fcf40ffa20ef06956a462b3fd10c 	 equal=196 	 total=659 	 percentage=29.74203338391502
iteration=1145 	 commit=41d0e661846275994262f7e94c879d02254ef0ef 	 equal=196 	 total=660 	 percentage=29.6969696969697
iteration=1146 	 commit=aa1bd8876c4963209874e85d5665b17f8a557ff7 	 equal=197 	 total=661 	 percentage=29.80332829046899
iteration=1147 	 commit=7314acaa8003fd91e59eb7c9e4333a8c3a3beb0d 	 equal=198 	 total=662 	 percentage=29.909365558912388
WARNING: Could not compile fuzz targets!
iteration=1148 	 commit=4b2521cd9e7cb052a04abb90557c9cfed42300df 	 equal=198 	 total=662 	 percentage=29.909365558912388
WARNING: Could not compile fuzz targets!
iteration=1149 	 commit=491103708e5516c94fa3e1af0af3a52065c40959 	 equal=198 	 total=662 	 percentage=29.909365558912388
iteration=1150 	 commit=fa4d5c86895fa176c4d7435a23d48a053b15b176 	 equal=198 	 total=663 	 percentage=29.86425339366516
iteration=1151 	 commit=aef2d711b1d8457ecb5531d1e79d448453e8303c 	 equal=198 	 total=664 	 percentage=29.819277108433734
iteration=1152 	 commit=bdf566a8a32450c2eb6273c8c1a92e2181b6846e 	 equal=198 	 total=665 	 percentage=29.774436090225564
iteration=1153 	 commit=c3c78030f79fdbbb06265d50645e408d60e7798e 	 equal=199 	 total=666 	 percentage=29.87987987987988
WARNING: Could not compile fuzz targets!
iteration=1154 	 commit=ff9ca88aa6cdc6e5409f2481f3d74a2436e81a7b 	 equal=199 	 total=666 	 percentage=29.87987987987988
WARNING: Could not compile fuzz targets!
iteration=1155 	 commit=463edee2fd6436d9ad6ae9f2f3d36b742416a479 	 equal=199 	 total=666 	 percentage=29.87987987987988
iteration=1156 	 commit=88ff582fd8f94dd8ba751142f12bc048815ae20e 	 equal=199 	 total=667 	 percentage=29.83508245877061
iteration=1157 	 commit=6b12b8253247079941e6303e9bb47aaeec03331b 	 equal=199 	 total=668 	 percentage=29.790419161676645
iteration=1158 	 commit=d7a0179cd60657079d522c17da1e5aa5cc20532d 	 equal=199 	 total=669 	 percentage=29.74588938714499
iteration=1159 	 commit=6d613817d4c94588260484f29e931c46bae1fc28 	 equal=200 	 total=670 	 percentage=29.850746268656714
iteration=1160 	 commit=b8d412aa07278b3c4ef6ebc58d4b72045dffea3a 	 equal=200 	 total=671 	 percentage=29.806259314456035
iteration=1161 	 commit=961760c9b687560308644d90981cb5758dd488fd 	 equal=201 	 total=672 	 percentage=29.910714285714285
iteration=1162 	 commit=57559547a30164e60ffa05422f9db990517dbcc5 	 equal=201 	 total=673 	 percentage=29.86627043090639
iteration=1163 	 commit=cfa84e123272acff178fe2e4cf5af7ec20e56572 	 equal=201 	 total=674 	 percentage=29.821958456973295
iteration=1164 	 commit=0d31efb365e93cd983d63519f83b46c8898b92c4 	 equal=202 	 total=675 	 percentage=29.925925925925927
iteration=1165 	 commit=f97c64d7bf4c0f373711795d8faba0e8cd206761 	 equal=202 	 total=676 	 percentage=29.88165680473373
iteration=1166 	 commit=ea3155e380080095a6f8c63297f0505789cf08b7 	 equal=202 	 total=677 	 percentage=29.83751846381093
iteration=1167 	 commit=c172a4f7c2d452035f9cbb4285f2e6761ab7a68b 	 equal=202 	 total=678 	 percentage=29.793510324483773
iteration=1168 	 commit=f8e0d33b25bcff35a40b1f7493fc660b435119d9 	 equal=202 	 total=679 	 percentage=29.749631811487482
iteration=1169 	 commit=745618d941d30ad6a1a3dddd6127df1e9d6280a0 	 equal=202 	 total=680 	 percentage=29.705882352941178
iteration=1170 	 commit=89602bf7476c6ecf04cc0e0125b9664dc15ebb08 	 equal=202 	 total=681 	 percentage=29.662261380323052
iteration=1171 	 commit=56d45378796b881b638671655164a16bb8ad8a57 	 equal=202 	 total=682 	 percentage=29.61876832844575
iteration=1172 	 commit=18014ef2fdffc6b7a1418ce3accecb273acc4b6d 	 equal=202 	 total=683 	 percentage=29.575402635431917
iteration=1173 	 commit=ffe7401cebeab91ba21758773f590f52c12f6d4b 	 equal=203 	 total=684 	 percentage=29.678362573099413
iteration=1174 	 commit=65ec3379b10654f49b7faaf841b308b0cbb7b68b 	 equal=203 	 total=685 	 percentage=29.635036496350363
iteration=1175 	 commit=85fc9ecd5f5d2af63d48f6ac2bb46217e3fa6a04 	 equal=203 	 total=686 	 percentage=29.591836734693878
iteration=1176 	 commit=2a21f6c894e23a201f4028cd222a5790b79018fe 	 equal=203 	 total=687 	 percentage=29.54876273653566
iteration=1177 	 commit=3670db99b65f74d2671bfa9aa37ca7794c32332d 	 equal=203 	 total=688 	 percentage=29.505813953488374
iteration=1178 	 commit=e14a02c24f22ff03bba4a0582f56d7af518339df 	 equal=203 	 total=689 	 percentage=29.46298984034833
iteration=1179 	 commit=15f415051810726eb7e22425a823d33a354e026a 	 equal=203 	 total=690 	 percentage=29.42028985507246
iteration=1180 	 commit=c5cae9362cc534b6d39dace66bcfbcb0a9509b25 	 equal=203 	 total=691 	 percentage=29.377713458755427
iteration=1181 	 commit=4f4e0e49bbb72aaeb6ef11ed43d6c0957a80eb9c 	 equal=203 	 total=692 	 percentage=29.335260115606935
iteration=1182 	 commit=2f4d429071ef6c1fd372bf0bbdf48b09eb5741a9 	 equal=204 	 total=693 	 percentage=29.43722943722944
iteration=1183 	 commit=27f7bd2e8301213d1b84eecad5c3e5cee35b24eb 	 equal=205 	 total=694 	 percentage=29.53890489913545
iteration=1184 	 commit=798660c9cddef8a73f68058576e3d47eed2b1a27 	 equal=205 	 total=695 	 percentage=29.496402877697843
iteration=1185 	 commit=34b6664dcb28b18ca3f08ed5e36da094b007eb7b 	 equal=205 	 total=696 	 percentage=29.454022988505745
iteration=1186 	 commit=d35fff16d5eecf0116193be08586548b53b9f868 	 equal=205 	 total=697 	 percentage=29.411764705882355
iteration=1187 	 commit=56699cd6036a52abaf62a2d3097538b883d1edcb 	 equal=205 	 total=698 	 percentage=29.369627507163326
iteration=1188 	 commit=8ede2c353cddc8024f75802bb2ab714e334f1f8e 	 equal=205 	 total=699 	 percentage=29.32761087267525
iteration=1189 	 commit=6384475ec4112361b0ab27de553e85863464b846 	 equal=205 	 total=700 	 percentage=29.28571428571429
iteration=1190 	 commit=3a15c7ce4338de8414239a898f6c121294b4dde7 	 equal=205 	 total=701 	 percentage=29.243937232524964
iteration=1191 	 commit=0a6b58c3aac2741cf1c84c44d168c73e3e478c4d 	 equal=205 	 total=702 	 percentage=29.2022792022792
iteration=1192 	 commit=979a663d2a8200591e263c9a7643b7379b2d7ac9 	 equal=205 	 total=703 	 percentage=29.160739687055475
iteration=1193 	 commit=22952d89738dab09afc4d23e79677d973356db48 	 equal=205 	 total=704 	 percentage=29.119318181818183
iteration=1194 	 commit=df608f842ab20a878cf8ed337a4066f5567786a5 	 equal=205 	 total=705 	 percentage=29.078014184397162
iteration=1195 	 commit=001bb46ae1b2bc0b3ce514f4a98e431656046e97 	 equal=205 	 total=706 	 percentage=29.036827195467424
iteration=1196 	 commit=9b25347a6752d27e7ff74a2ed82301ead1bc9a1b 	 equal=206 	 total=707 	 percentage=29.13719943422914
iteration=1197 	 commit=e401513086792e27e2c07c2b503adf5e08492781 	 equal=206 	 total=708 	 percentage=29.09604519774011
iteration=1198 	 commit=7f1a2ad69976cc6891c104d2b669771820b8959a 	 equal=206 	 total=709 	 percentage=29.055007052186177
iteration=1199 	 commit=a1ab5ab396df521eff70f304e571c16b809037d1 	 equal=206 	 total=710 	 percentage=29.014084507042252
iteration=1200 	 commit=01549fb1ed821fdb267ccd590195fc523e5eb593 	 equal=206 	 total=711 	 percentage=28.973277074542896
iteration=1201 	 commit=4fba1174335a3eb33f057ee23a36c795d37da567 	 equal=206 	 total=712 	 percentage=28.932584269662918
iteration=1202 	 commit=2be88d50843eafae123c28dfc9750fcf473f28e4 	 equal=206 	 total=713 	 percentage=28.892005610098177
iteration=1203 	 commit=f5c690b684b8503dce9fe9f9e1a956cabd1c8699 	 equal=206 	 total=714 	 percentage=28.851540616246496
iteration=1204 	 commit=61fa462535a5c16b46e5b19ee28c0d998ab6c39e 	 equal=207 	 total=715 	 percentage=28.951048951048953
iteration=1205 	 commit=fba9050d3d6aa53853f89317c8f040f90a4c61db 	 equal=208 	 total=716 	 percentage=29.05027932960894
iteration=1206 	 commit=d86170662017645cf22884641f33a9d6b48d16e6 	 equal=208 	 total=717 	 percentage=29.009762900976288
iteration=1207 	 commit=34ac039fb84e3c12fb8c96c9c99c34224c09872b 	 equal=208 	 total=718 	 percentage=28.969359331476323
iteration=1208 	 commit=1aa526263405fb4906eafab3011b13de4e5daf73 	 equal=208 	 total=719 	 percentage=28.929068150208625
iteration=1209 	 commit=07c7fdb9df82c7fc4ae501e21262f781df4ae5e5 	 equal=208 	 total=720 	 percentage=28.888888888888886
iteration=1210 	 commit=3ccbae84d2be8e2978a65bcea15b3fffba7664f5 	 equal=208 	 total=721 	 percentage=28.84882108183079
iteration=1211 	 commit=255d59ed5e2743b97626eff57444f44defc39270 	 equal=208 	 total=722 	 percentage=28.80886426592798
iteration=1212 	 commit=925d1b59f931ad3cf23e67f39f6771b9a9e06f5f 	 equal=208 	 total=723 	 percentage=28.769017980636235
iteration=1213 	 commit=03bbe1baf190ec768690805b967571b78c8dd34b 	 equal=208 	 total=724 	 percentage=28.7292817679558
iteration=1214 	 commit=f9037ae8c1ccb614e38cb56054927aef6203cfd9 	 equal=208 	 total=725 	 percentage=28.68965517241379
iteration=1215 	 commit=57d842414670769fff8ad045693dcbf1018c59c1 	 equal=208 	 total=726 	 percentage=28.650137741046834
iteration=1216 	 commit=baa0e234564a5ceca4211486d1cc70be55a070a2 	 equal=208 	 total=727 	 percentage=28.61072902338377
iteration=1217 	 commit=55a710545c811f3ccb6aea6232657015f474139f 	 equal=208 	 total=728 	 percentage=28.57142857142857
iteration=1218 	 commit=753f2c1da4f80f78b12a4a7afa9a380067945e47 	 equal=208 	 total=729 	 percentage=28.532235939643346
iteration=1219 	 commit=b3b85806060013f660002a7c5e2d2e7d07efd1d1 	 equal=208 	 total=730 	 percentage=28.493150684931507
iteration=1220 	 commit=73ad16b5c6baf71c3e334859666112d1c5137c23 	 equal=208 	 total=731 	 percentage=28.454172366621066
iteration=1221 	 commit=97e299c3958dfd865cda7cce06cf1ea825bbaffb 	 equal=208 	 total=732 	 percentage=28.415300546448087
iteration=1222 	 commit=c697aa30bccc80af3b005cfdbe62686edd730a14 	 equal=208 	 total=733 	 percentage=28.376534788540248
iteration=1223 	 commit=17ee57f8e022be330d4c9de3754d7455f46a851d 	 equal=208 	 total=734 	 percentage=28.337874659400548
iteration=1224 	 commit=3c6d0aaa7d07de2cf24d09195b6678abbfee2268 	 equal=208 	 total=735 	 percentage=28.29931972789116
iteration=1225 	 commit=e43612aaf62bbb92fd7555b132d9ee1c0394dc58 	 equal=208 	 total=736 	 percentage=28.26086956521739
iteration=1226 	 commit=2898e2fd12db741c58813671e56e628039d9bdc7 	 equal=208 	 total=737 	 percentage=28.222523744911804
iteration=1227 	 commit=8704fca0c9f7a0c1c916d13ea03f6253daa6b13a 	 equal=208 	 total=738 	 percentage=28.184281842818425
iteration=1228 	 commit=325e44d87e87ee14f2d683cd327d13ed8e6cd59b 	 equal=208 	 total=739 	 percentage=28.146143437077132
iteration=1229 	 commit=54ac25334325d4d7c35005a0126ee8168ca1ae49 	 equal=208 	 total=740 	 percentage=28.10810810810811
iteration=1230 	 commit=bb129031205acc64eb6b41c98d8a08c1fccce308 	 equal=208 	 total=741 	 percentage=28.07017543859649
iteration=1231 	 commit=ca41b43f53562e64abe433d6346d174c92548603 	 equal=208 	 total=742 	 percentage=28.03234501347709
iteration=1232 	 commit=3511e186cde4b78f268d17199d0f46fb3eaa9638 	 equal=208 	 total=743 	 percentage=27.994616419919243
iteration=1233 	 commit=56137d58ff7abe8cb22ee3469366e08888c84f28 	 equal=208 	 total=744 	 percentage=27.956989247311824
iteration=1234 	 commit=9aec500a2691d2b13c307d143868c8a4fab33220 	 equal=208 	 total=745 	 percentage=27.91946308724832
iteration=1235 	 commit=5a9cc57a5ef75a28cd887715175a5a18db58616e 	 equal=208 	 total=746 	 percentage=27.882037533512065
iteration=1236 	 commit=1aa4f69b51a92dc4f5c9d35925b9977d35650679 	 equal=208 	 total=747 	 percentage=27.84471218206158
iteration=1237 	 commit=8bb272a3e3d0693a1d587cfa3469153978ae617f 	 equal=208 	 total=748 	 percentage=27.807486631016044
iteration=1238 	 commit=c229ed597f939eacfe1e9b7113e2a082fe93a3ae 	 equal=208 	 total=749 	 percentage=27.770360480640853
iteration=1239 	 commit=16b41105215e3cad719ffb121caca0d065e05b6e 	 equal=208 	 total=750 	 percentage=27.73333333333333
iteration=1240 	 commit=f14662fca63652dc112732b899e3d829bfecb1ae 	 equal=208 	 total=751 	 percentage=27.69640479360852
iteration=1241 	 commit=a9af12bbe765dd2c60fa3d9d43013042fd3361a8 	 equal=208 	 total=752 	 percentage=27.659574468085108
iteration=1242 	 commit=5bbb4a06a692ec2c9773274f0f99c7573838e86b 	 equal=208 	 total=753 	 percentage=27.622841965471444
iteration=1243 	 commit=d4fb848be77f4b0209acaf37a5b5e1cee741ddce 	 equal=208 	 total=754 	 percentage=27.586206896551722
iteration=1244 	 commit=b9dcf9974d4dbff3ca28ff618259e277cb0090ea 	 equal=208 	 total=755 	 percentage=27.549668874172184
iteration=1245 	 commit=a77d263e86feea55529800028f960d7124c1385f 	 equal=208 	 total=756 	 percentage=27.513227513227513
WARNING: Could not compile fuzz targets!
iteration=1246 	 commit=7cc40851e1d1a18a4c45fca31dbccd4206050b11 	 equal=208 	 total=756 	 percentage=27.513227513227513
WARNING: Could not compile fuzz targets!
iteration=1247 	 commit=08a9c9faa39c27bd7a9fe6080481f21d455e7cd3 	 equal=208 	 total=756 	 percentage=27.513227513227513
WARNING: Could not compile fuzz targets!
iteration=1248 	 commit=84fe52dbeb0f75d31e5c87e801d4bd98ec26ce60 	 equal=208 	 total=756 	 percentage=27.513227513227513
iteration=1249 	 commit=10200585a7d634b9d8688ecf8afab5b203619508 	 equal=208 	 total=757 	 percentage=27.476882430647294
iteration=1250 	 commit=c94f11d783f617af701429bb9ebfc7fc96d6a2d9 	 equal=208 	 total=758 	 percentage=27.440633245382585
iteration=1251 	 commit=54ac5960a800c32d7d9824d15b14a31131301678 	 equal=209 	 total=759 	 percentage=27.536231884057973
iteration=1252 	 commit=0e6229a95333fe33858580a7d4094c841b52a611 	 equal=209 	 total=760 	 percentage=27.500000000000004
iteration=1253 	 commit=d2ab1aef311d00656bc2542c79e318e2764728fa 	 equal=209 	 total=761 	 percentage=27.463863337713533
iteration=1254 	 commit=89b56e7d84d84de58fcc9d540c2003c6c2f8c134 	 equal=209 	 total=762 	 percentage=27.42782152230971
iteration=1255 	 commit=14929f5764a7990dfb62c8792cfdfe03c061da21 	 equal=209 	 total=763 	 percentage=27.391874180865006
iteration=1256 	 commit=7021cc9bc8c216e941c5e5a49b34d58672b3f4c2 	 equal=209 	 total=764 	 percentage=27.356020942408378
iteration=1257 	 commit=04da0a40c0a541c32140ac952823a9d768cfaf8d 	 equal=209 	 total=765 	 percentage=27.320261437908496
iteration=1258 	 commit=eb678282368c8b31289e999da777a4d79abcfdfe 	 equal=209 	 total=766 	 percentage=27.284595300261095
iteration=1259 	 commit=94266dfdbd25b43fb84e6dc7752cdb069f0335e9 	 equal=209 	 total=767 	 percentage=27.249022164276404
iteration=1260 	 commit=e3871abe95446658383ec3576f473a5f1005736e 	 equal=209 	 total=768 	 percentage=27.213541666666668
iteration=1261 	 commit=3fc25ff15b5f7a28bfcc795d220c35ae7b25c6d7 	 equal=209 	 total=769 	 percentage=27.17815344603381
iteration=1262 	 commit=fa3113ffbf4455871baf1d1d9d48679a17e6f3e5 	 equal=209 	 total=770 	 percentage=27.142857142857142
iteration=1263 	 commit=d94bb6c273d05005504be78f2caab2451aeb2cee 	 equal=209 	 total=771 	 percentage=27.107652399481193
