nohup: ignoring input
iteration=0 	 commit=89d9ef3ee83c6cd0b048b3dc8dabddfe690b5579 	 equal=0 	 total=0 	 percentage=0.0
iteration=227 	 commit=e028d29379819da1fc2db304fbcf68f13979586c 	 equal=0 	 total=227 	 percentage=0.0
iteration=228 	 commit=b516ed189eb440e909f36baca1557b98e4d9ffd7 	 equal=0 	 total=228 	 percentage=0.0
iteration=229 	 commit=ac5e99911a45ad6f57a6aa7b33fd2de9da72aa72 	 equal=0 	 total=229 	 percentage=0.0
iteration=230 	 commit=f42a0524c693a6d52e95a37c9cf04df1be48262c 	 equal=0 	 total=230 	 percentage=0.0
iteration=231 	 commit=0ace6c4d7e92bd8637160860148aa8e5f660798a 	 equal=0 	 total=231 	 percentage=0.0
iteration=232 	 commit=7c06d99e1f4f853e3c5b307c0dc79c8a32a09855 	 equal=0 	 total=232 	 percentage=0.0
iteration=233 	 commit=31c6ce3b63f8a494ad9e31ca65187a73d8ad3508 	 equal=0 	 total=233 	 percentage=0.0
iteration=234 	 commit=7d6837ba0e282e94eb8630ad791f427e44a57491 	 equal=0 	 total=234 	 percentage=0.0
iteration=235 	 commit=8a85263f132b5c9e6a552269166600ab9c1e1426 	 equal=0 	 total=235 	 percentage=0.0
iteration=236 	 commit=1bde104060b52a001026e505f89dca9f3bb36135 	 equal=0 	 total=236 	 percentage=0.0
iteration=237 	 commit=c0c26ff201cc35062ae3f219c0ae60bf05a2ff0d 	 equal=0 	 total=237 	 percentage=0.0
iteration=238 	 commit=b46016b8705b041c0678dd45e445dc73674b75d0 	 equal=0 	 total=238 	 percentage=0.0
iteration=239 	 commit=46837d47d59c7b8c9bd1d08a6a717a90a7f1ceb6 	 equal=0 	 total=239 	 percentage=0.0
iteration=240 	 commit=0b3c64d9f2f3e9ce1a98d8f19ee7a763c87e27d5 	 equal=0 	 total=240 	 percentage=0.0
iteration=241 	 commit=847a3a1181d59dc49c1b446d646d344d0543af3e 	 equal=0 	 total=241 	 percentage=0.0
iteration=242 	 commit=7929f05710134b9b243952019b6c14066cd3ac9e 	 equal=0 	 total=242 	 percentage=0.0
iteration=243 	 commit=e6ec58ecf7adf73335cfb40f0d5bc673681f766b 	 equal=0 	 total=243 	 percentage=0.0
iteration=244 	 commit=4e9cc18ba9b3a5948d153aca3197c3980c941cca 	 equal=0 	 total=244 	 percentage=0.0
iteration=245 	 commit=5614c0785470e906eb5fcffad10c6032e56ff31d 	 equal=0 	 total=245 	 percentage=0.0
iteration=246 	 commit=8b88503a2762edcc14d958f4a80149baffe95be7 	 equal=0 	 total=246 	 percentage=0.0
iteration=247 	 commit=b215c270fa3b1436314cc56654718bd12182cfec 	 equal=0 	 total=247 	 percentage=0.0
iteration=248 	 commit=f0fd1b67fc883a24cdd039abb3d4fe4696104d72 	 equal=0 	 total=248 	 percentage=0.0
iteration=249 	 commit=ba589adc2f86c6be9ad7e0d771d4c9b09d059b89 	 equal=0 	 total=249 	 percentage=0.0
iteration=250 	 commit=6f1470a5d6e3e369fe93f52d5760ba7c947f0cd1 	 equal=0 	 total=250 	 percentage=0.0
iteration=251 	 commit=8c3ef083ca6806b48e1fca94213993a6669e1c08 	 equal=0 	 total=251 	 percentage=0.0
iteration=252 	 commit=0d5f3710fb554619e75d473c2126cc6649cad941 	 equal=0 	 total=252 	 percentage=0.0
iteration=253 	 commit=0d9da0290c0230802b31f9d9318ec0711ef0c43a 	 equal=0 	 total=253 	 percentage=0.0
iteration=254 	 commit=3fcf319378f9396a9ca840cd63b96a441818e1f1 	 equal=0 	 total=254 	 percentage=0.0
iteration=255 	 commit=87d20b554c6a90e7ece1cc7391c005089bf85b78 	 equal=0 	 total=255 	 percentage=0.0
iteration=256 	 commit=fbb7fa9a9ad8269834d32ff872b1477ff7b9c705 	 equal=0 	 total=256 	 percentage=0.0
iteration=257 	 commit=19cae17f5a2acfbd5554d145bb87cd6bf2de244f 	 equal=0 	 total=257 	 percentage=0.0
iteration=258 	 commit=d63cfeca3577dfa2e658b33c56889dbab7de8ff5 	 equal=0 	 total=258 	 percentage=0.0
iteration=259 	 commit=804c52978fef3f18b8a634280bc5cc79a390c141 	 equal=0 	 total=259 	 percentage=0.0
iteration=260 	 commit=74dcc10b556cc4d1088a2496f7e93f8a8040447e 	 equal=0 	 total=260 	 percentage=0.0
iteration=261 	 commit=0ff527482d0b29b06bae8a5438a2c32ca69a11a8 	 equal=0 	 total=261 	 percentage=0.0
iteration=262 	 commit=2c747129779be9e3ce84a2f98ce5052a68d41098 	 equal=0 	 total=262 	 percentage=0.0
iteration=263 	 commit=27119ec33c9f6b9830efa1e0da0acfa353dfa55a 	 equal=0 	 total=263 	 percentage=0.0
iteration=264 	 commit=d88df4bd48ba4ce9a68040a2427b4a665d5ff891 	 equal=0 	 total=264 	 percentage=0.0
iteration=265 	 commit=00a86d414ba9a9e1cd588182b87518e4e3af9466 	 equal=0 	 total=265 	 percentage=0.0
iteration=266 	 commit=dba82a8c0453b7d4d138167a771c1c2988b889be 	 equal=0 	 total=266 	 percentage=0.0
iteration=267 	 commit=e1c2d0adf02692fd668cfbb7025db437f1f5490b 	 equal=0 	 total=267 	 percentage=0.0
iteration=268 	 commit=2b4769a6bd1d6a568fa067f21ff6f96700936642 	 equal=0 	 total=268 	 percentage=0.0
iteration=269 	 commit=99fc048d7f7292c5ee18e44c400bd73bc63a47ed 	 equal=0 	 total=269 	 percentage=0.0
iteration=270 	 commit=c1ba6f54d32b707ca6d91cb3257ce9de82876b6f 	 equal=0 	 total=270 	 percentage=0.0
iteration=271 	 commit=b82fa3dd26a72c89ced293d06269eb97bb252d76 	 equal=0 	 total=271 	 percentage=0.0
iteration=272 	 commit=438e595a8cccbe48de3a0be2e0c291cfe97080b1 	 equal=0 	 total=272 	 percentage=0.0
iteration=273 	 commit=f6a9541fb85c1ffdee1399ad2c0a54faaebf9f38 	 equal=0 	 total=273 	 percentage=0.0
iteration=274 	 commit=9de7b94d4ffbd11814008a5aa529b4ca77564921 	 equal=0 	 total=274 	 percentage=0.0
iteration=275 	 commit=10a0794878ba2847527ec1eb34a3d4fdd934a140 	 equal=0 	 total=275 	 percentage=0.0
iteration=276 	 commit=6c128fd58a0e4641c23a345d413672494622db1b 	 equal=0 	 total=276 	 percentage=0.0
iteration=277 	 commit=50f06b3efb638efb0abd95dc62dca05ae67882c2 	 equal=0 	 total=277 	 percentage=0.0
iteration=278 	 commit=1abf2967f955858764a6de5d7b7fe247cb637853 	 equal=0 	 total=278 	 percentage=0.0
iteration=279 	 commit=11b5745927481d6a716acef5408da20899eab8a2 	 equal=0 	 total=279 	 percentage=0.0
iteration=280 	 commit=0f9817c75b50a77c6aeb8f36801966fdadad229a 	 equal=0 	 total=280 	 percentage=0.0
iteration=281 	 commit=5725c1153a74d997aa8ea8547574c049b040d5cb 	 equal=0 	 total=281 	 percentage=0.0
iteration=282 	 commit=ad26a60f958fce976eff2cfc980f999e404c730c 	 equal=0 	 total=282 	 percentage=0.0
iteration=283 	 commit=956534e02ef280795a187c16f6ac04e107f23c5d 	 equal=0 	 total=283 	 percentage=0.0
iteration=284 	 commit=8e7c20a1af8776677d7890f30b7a180567701a49 	 equal=0 	 total=284 	 percentage=0.0
iteration=285 	 commit=905820a44c0c895c02124ecacff735794509f4fe 	 equal=0 	 total=285 	 percentage=0.0
iteration=286 	 commit=68eadabd0055cba39c4ea1acfa8931d0d10a44e5 	 equal=0 	 total=286 	 percentage=0.0
iteration=287 	 commit=1a360c1c2ec950f478d55b31722ecf78f5698e97 	 equal=0 	 total=287 	 percentage=0.0
iteration=288 	 commit=7b2e5172616406edcb5b84d048fa590c997784b3 	 equal=0 	 total=288 	 percentage=0.0
iteration=289 	 commit=dc6f009280e6108fe25f4c4ce32e18fb69cf496e 	 equal=0 	 total=289 	 percentage=0.0
iteration=290 	 commit=5330153da481ee7e29f67251eb9d38db473726a2 	 equal=0 	 total=290 	 percentage=0.0
iteration=291 	 commit=b79ab6e6d9270666c5dcd2fd85e4c8563d13f922 	 equal=0 	 total=291 	 percentage=0.0
iteration=292 	 commit=21ca8829a7366d72995adfeb21296d959fbb3777 	 equal=0 	 total=292 	 percentage=0.0
iteration=293 	 commit=93ce33c2b85d457fd03e230d0b0b985216ee63b4 	 equal=0 	 total=293 	 percentage=0.0
iteration=294 	 commit=10d094724989f9fafef81aca92dc2b24f9d11726 	 equal=0 	 total=294 	 percentage=0.0
iteration=295 	 commit=173a0830dcec769a5f12c5c55ef4ab424b388efb 	 equal=0 	 total=295 	 percentage=0.0
iteration=296 	 commit=0e5c4fec15dd08115c8a2708dee0127b28a8410e 	 equal=0 	 total=296 	 percentage=0.0
iteration=297 	 commit=6995eed077899c64d34fe8f0d0b34d214cf586af 	 equal=0 	 total=297 	 percentage=0.0
iteration=298 	 commit=8e219b154e9b938af84c4b009aefa692020103f9 	 equal=0 	 total=298 	 percentage=0.0
iteration=299 	 commit=e050062ca9f921c6da8e62ff7a42925ba8f08268 	 equal=0 	 total=299 	 percentage=0.0
iteration=300 	 commit=dfd4e330489c383c0ae58d5fb1393558d6567bc6 	 equal=0 	 total=300 	 percentage=0.0
iteration=301 	 commit=922bebccdd7edbbdc93287e58bc46d5323eb7652 	 equal=0 	 total=301 	 percentage=0.0
iteration=302 	 commit=1493130ef24f8af2e1e70fdf12827374f670f7bf 	 equal=0 	 total=302 	 percentage=0.0
iteration=303 	 commit=beb7d71a8fbd91f26fb552853c390e40bf19ecda 	 equal=0 	 total=303 	 percentage=0.0
iteration=304 	 commit=500789224b59fa70d6837be5cd1edb8e2f1eccb6 	 equal=0 	 total=304 	 percentage=0.0
iteration=305 	 commit=d6761e706fc5de1f25763d6742864f547940d964 	 equal=0 	 total=305 	 percentage=0.0
iteration=306 	 commit=d514e2bd40b875e91945ecb27f25aeb0e63ea17d 	 equal=0 	 total=306 	 percentage=0.0
iteration=307 	 commit=5ddf02f2a50ea8b702f28a42203a96e2302aa70d 	 equal=0 	 total=307 	 percentage=0.0
iteration=308 	 commit=8bec210d4d16c24817b1ad7303a2bda0e1a2289f 	 equal=0 	 total=308 	 percentage=0.0
iteration=309 	 commit=270e16555227248205e35fbcf744b4a837a4a95d 	 equal=0 	 total=309 	 percentage=0.0
iteration=310 	 commit=e6ba4bd7750c64cce83a0763bb8bc4a617f3d3fc 	 equal=0 	 total=310 	 percentage=0.0
iteration=311 	 commit=40e7ceaaaff71f6b815a3601de9a4e7ccd602431 	 equal=0 	 total=311 	 percentage=0.0
iteration=312 	 commit=9ecf5ad6b1285cede7a37f0831a7fc531a33660a 	 equal=0 	 total=312 	 percentage=0.0
iteration=313 	 commit=3f18e7486d5feb8ae41911ce3c122e05641a4c3d 	 equal=0 	 total=313 	 percentage=0.0
iteration=314 	 commit=3da8d947df1f84e54b12145ca2cfa1ff6456f532 	 equal=0 	 total=314 	 percentage=0.0
iteration=315 	 commit=741b0d0a8b9bbee67d68af022cb3137c74e9cd0f 	 equal=0 	 total=315 	 percentage=0.0
iteration=316 	 commit=fc842f6eba81f3b630e1ff1ffea69c6f4dd66ccc 	 equal=0 	 total=316 	 percentage=0.0
iteration=317 	 commit=1e41e4fa8e2ea64a449c0416f085e9a2b8fef662 	 equal=0 	 total=317 	 percentage=0.0
iteration=318 	 commit=6b4717d61ddd8499872ff7249b6712732c8b11cb 	 equal=0 	 total=318 	 percentage=0.0
iteration=319 	 commit=477c7f6affcb665305b333f92ce0a782325b4156 	 equal=0 	 total=319 	 percentage=0.0
iteration=320 	 commit=f8329fdc234a43b858271acc75ea70881e35fcae 	 equal=0 	 total=320 	 percentage=0.0
iteration=321 	 commit=13ba5b619a153f240320eb92b59158d657bdeb3a 	 equal=0 	 total=321 	 percentage=0.0
iteration=322 	 commit=1e7851b5aea4b2d8b9a6b6c02187fc4786f7a8b7 	 equal=0 	 total=322 	 percentage=0.0
iteration=323 	 commit=84bab955fe01c50e64382481de67259047d917a9 	 equal=0 	 total=323 	 percentage=0.0
iteration=324 	 commit=43a8836cdef344018d9a2bc3caa0f8a3a666efbd 	 equal=0 	 total=324 	 percentage=0.0
iteration=325 	 commit=9f42f6baaa91b6461ddfce345c174ea5f1ee73c3 	 equal=0 	 total=325 	 percentage=0.0
iteration=326 	 commit=c0440868c3a86aa2a488aa226cde34d606f0511d 	 equal=0 	 total=326 	 percentage=0.0
iteration=327 	 commit=18425d3ad5a9bbe5c6e7fd4a9a45691e6c8862d1 	 equal=0 	 total=327 	 percentage=0.0
iteration=328 	 commit=070d635e771a24f33e8480fa60689a881c9fa636 	 equal=0 	 total=328 	 percentage=0.0
iteration=329 	 commit=50f18830e179f273c244d4969485c4154c81cc01 	 equal=0 	 total=329 	 percentage=0.0
iteration=330 	 commit=eac1c7e2e5afffffddf305a290451d80be4a2c19 	 equal=0 	 total=330 	 percentage=0.0
iteration=331 	 commit=ffd31dbefd2e407c074a37ead37bac5f979bc0f5 	 equal=0 	 total=331 	 percentage=0.0
iteration=332 	 commit=681f094e5bd1d0f6b38b27701d0d1bf1ca7a9a26 	 equal=0 	 total=332 	 percentage=0.0
iteration=333 	 commit=31ca4a728cf96c9a341d0bfe489d2c0ba71dc6ff 	 equal=0 	 total=333 	 percentage=0.0
iteration=334 	 commit=2f9382033e4c398dd1c9aae4d24fa9f649fbf23d 	 equal=0 	 total=334 	 percentage=0.0
iteration=335 	 commit=536f421d37470b726f023dc568d461443a1382bd 	 equal=0 	 total=335 	 percentage=0.0
iteration=336 	 commit=a697ed1e24234a9e6a4a4639555dcca230f752c1 	 equal=0 	 total=336 	 percentage=0.0
iteration=337 	 commit=af893a58c60d499383d5eec54d6414acd198738c 	 equal=0 	 total=337 	 percentage=0.0
iteration=338 	 commit=a28f7d8789e63f5e2ac63b42083754cba58f1a0e 	 equal=0 	 total=338 	 percentage=0.0
iteration=339 	 commit=487871b0e39bcc69ec0c1f69c30e2697712c6829 	 equal=0 	 total=339 	 percentage=0.0
iteration=340 	 commit=e98150d4444c931afa6b28f50b6ac667a33defd8 	 equal=0 	 total=340 	 percentage=0.0
iteration=341 	 commit=2af3c2a8b974cb5896cd3beb74561ba979de9f34 	 equal=0 	 total=341 	 percentage=0.0
iteration=342 	 commit=00ed736eecf93aeab49089abb06e0e5fc0e7e091 	 equal=0 	 total=342 	 percentage=0.0
iteration=343 	 commit=2e8cc66d8fbf573e48a37382bf354dfdbc20ef08 	 equal=0 	 total=343 	 percentage=0.0
iteration=344 	 commit=a0a8059b2cadaf6bb65469ead748873c61a17ace 	 equal=0 	 total=344 	 percentage=0.0
iteration=345 	 commit=ff009f991314ce8711f8a6a7f99107c10fb0a807 	 equal=0 	 total=345 	 percentage=0.0
iteration=346 	 commit=a230b728f1289dd24c1666856ac4fb55579c6dfb 	 equal=0 	 total=346 	 percentage=0.0
iteration=347 	 commit=4f2aee18f6e2d40e58eb224f4f7935dc2400fe25 	 equal=0 	 total=347 	 percentage=0.0
iteration=348 	 commit=106757e8c1e26ad9b8c924c7f304074b79e082c5 	 equal=0 	 total=348 	 percentage=0.0
iteration=349 	 commit=386fb27654b93d9fb2880e03fb508d618a2e66f1 	 equal=0 	 total=349 	 percentage=0.0
iteration=350 	 commit=e7ff2efc5db1cf47bb3e8b3c2731228109c25b3b 	 equal=0 	 total=350 	 percentage=0.0
iteration=351 	 commit=e2f104940dd66ee131739a3beb52e8c04d4df205 	 equal=0 	 total=351 	 percentage=0.0
iteration=352 	 commit=2a2c38f3a35f415e7f407e171c07bb48bda0711e 	 equal=0 	 total=352 	 percentage=0.0
iteration=353 	 commit=9fa3200cb366c726f7c8ef234282603bb9e8816d 	 equal=0 	 total=353 	 percentage=0.0
iteration=354 	 commit=e4fb36841800038c289997432ca547c9bfef9db1 	 equal=0 	 total=354 	 percentage=0.0
iteration=355 	 commit=20c60886e42c942e6c45a3a99d583e4d3269a1c1 	 equal=0 	 total=355 	 percentage=0.0
iteration=356 	 commit=2a7b66846ef419a4da4ed60f863449f3498a1cc5 	 equal=0 	 total=356 	 percentage=0.0
iteration=357 	 commit=c005c7a0f71fd14ea96e5906130f83dc718f52aa 	 equal=0 	 total=357 	 percentage=0.0
iteration=358 	 commit=32cb5dccda6d9c72aaa1717d7100277b755cca94 	 equal=0 	 total=358 	 percentage=0.0
iteration=359 	 commit=f20daa9e519573487c1d2e1250bd20f95f5d865f 	 equal=0 	 total=359 	 percentage=0.0
iteration=360 	 commit=eddfbc38fa7e84ccd480eab3738e40d1b2c83979 	 equal=0 	 total=360 	 percentage=0.0
iteration=361 	 commit=1a3e584a5af0f6ffc6f80a3caa192eb8c0389611 	 equal=0 	 total=361 	 percentage=0.0
iteration=362 	 commit=5c7e0a9a4608ac442e727f6e479cf2a6dea368ec 	 equal=0 	 total=362 	 percentage=0.0
iteration=363 	 commit=f9ea1a24ed0fd2fd051bb01b0d08cdff60887938 	 equal=0 	 total=363 	 percentage=0.0
iteration=364 	 commit=7ffcd44d7e6c46704f8af0321d9314cd26e0e18a 	 equal=0 	 total=364 	 percentage=0.0
iteration=365 	 commit=e45e06de90850fcc25b997d921f1703a9be82161 	 equal=0 	 total=365 	 percentage=0.0
iteration=366 	 commit=c7c526d6d0f605ed090f8fc1bbede9e439d3185c 	 equal=0 	 total=366 	 percentage=0.0
iteration=367 	 commit=453bdfb95edd725fac1ca1c42634e8c9739b03fa 	 equal=0 	 total=367 	 percentage=0.0
iteration=368 	 commit=c2e09f445cd201e12e7db5c6428c36296dd0f577 	 equal=0 	 total=368 	 percentage=0.0
iteration=369 	 commit=b07251215ef48c70c6e56f7351406c47cfca4d5b 	 equal=0 	 total=369 	 percentage=0.0
iteration=370 	 commit=3e7e75bed2cf2853b0d42d635d36676b3330d475 	 equal=0 	 total=370 	 percentage=0.0
iteration=371 	 commit=52649b63ebd0dc45df0c5e6b209af6f6d96515ca 	 equal=0 	 total=371 	 percentage=0.0
iteration=372 	 commit=9bd7abfba41ca219ab39cb912f020f8e02116f32 	 equal=0 	 total=372 	 percentage=0.0
iteration=373 	 commit=c9faa29259ac23b5fbf945f61056288e413dae81 	 equal=0 	 total=373 	 percentage=0.0
iteration=374 	 commit=8f62ac92b2c83f7d2cf40ffa12647530a8799f58 	 equal=0 	 total=374 	 percentage=0.0
iteration=375 	 commit=8c3e52ebd956197634bd1ada589b119d9308670d 	 equal=0 	 total=375 	 percentage=0.0
iteration=376 	 commit=0e1a49c8907645d2e155f0d89d4d9895ac5112b5 	 equal=0 	 total=376 	 percentage=0.0
iteration=377 	 commit=0815302dee2b78139832c2080348086a0564836b 	 equal=0 	 total=377 	 percentage=0.0
iteration=378 	 commit=2c80fc911678adc9dcf252b3bc71cce101c8728e 	 equal=0 	 total=378 	 percentage=0.0
iteration=379 	 commit=3c8a3e9922cb1203ab5998ec542ce1e4c7fd085a 	 equal=0 	 total=379 	 percentage=0.0
iteration=380 	 commit=42942066e1f6422e26cd162a6014b19ac215083f 	 equal=0 	 total=380 	 percentage=0.0
iteration=381 	 commit=2a357ab99e6f5c9196384b11cd91dd993f93014c 	 equal=0 	 total=381 	 percentage=0.0
iteration=382 	 commit=d5f2f74d0f0e7906eabb32c57e09a13ac3e578a2 	 equal=0 	 total=382 	 percentage=0.0
iteration=383 	 commit=bf2e96173d4f78f564015a925970077501586fbe 	 equal=0 	 total=383 	 percentage=0.0
iteration=384 	 commit=d724861536f3cfb82750176aa45e655634bbbbcc 	 equal=0 	 total=384 	 percentage=0.0
iteration=385 	 commit=29740ed12f96149e795b22a147ada80b8776c8b4 	 equal=0 	 total=385 	 percentage=0.0
iteration=386 	 commit=db0c0450db66606f4068b237ba233e97e0b16a69 	 equal=0 	 total=386 	 percentage=0.0
iteration=387 	 commit=41a34e1f4ffae2ce401600dbb5fe43f8fe402641 	 equal=0 	 total=387 	 percentage=0.0
iteration=388 	 commit=a5bb6aaa25c9bf9b741226835d67022471e8f2e7 	 equal=0 	 total=388 	 percentage=0.0
iteration=389 	 commit=9737ec071786c29788b9aa0971156f9e19a9c6a0 	 equal=0 	 total=389 	 percentage=0.0
iteration=390 	 commit=9acef289285008f81b4b66b4880baf600773cf67 	 equal=0 	 total=390 	 percentage=0.0
iteration=391 	 commit=c1035664f989c2ac7ca31407bc6f0b48396db42c 	 equal=0 	 total=391 	 percentage=0.0
iteration=392 	 commit=d188eb921a835e0ec40f0d9b974c27f7abf4fbc0 	 equal=0 	 total=392 	 percentage=0.0
iteration=393 	 commit=55d95dcf176db8ebae11a8d0a1c328be0ab2b5d9 	 equal=0 	 total=393 	 percentage=0.0
iteration=394 	 commit=bfc0f674ccf5c3929ce22e29307a6ffae17428ad 	 equal=0 	 total=394 	 percentage=0.0
iteration=395 	 commit=429d4ecaae5d61d591f279220125a583836fb84e 	 equal=0 	 total=395 	 percentage=0.0
iteration=396 	 commit=390f05e7033fa8658f310dce9704f4f88e84b7fe 	 equal=0 	 total=396 	 percentage=0.0
iteration=397 	 commit=aec2bf715346251ad0fd59e62184e82ed786e618 	 equal=0 	 total=397 	 percentage=0.0
iteration=398 	 commit=d8999b1da03006390f22a4dc8fafcbbab92f3594 	 equal=0 	 total=398 	 percentage=0.0
iteration=399 	 commit=40e00bc5174ab61036c893078123467144b05a4a 	 equal=0 	 total=399 	 percentage=0.0
iteration=400 	 commit=1fda32480c45025da7277a88c910b62553cda130 	 equal=0 	 total=400 	 percentage=0.0
iteration=401 	 commit=f9f8df0a31ba9a2e168b97ba2f5e7b01ef3f90ce 	 equal=0 	 total=401 	 percentage=0.0
iteration=402 	 commit=5eeb9d5fbb7147cd679d7bdc24aa6e25580a4f0f 	 equal=0 	 total=402 	 percentage=0.0
iteration=403 	 commit=61f2abb1f31e8f638c0059d631c064994add71e0 	 equal=0 	 total=403 	 percentage=0.0
iteration=404 	 commit=b88ae6d2e1c9f22931f59ff1ec490befe201fb26 	 equal=0 	 total=404 	 percentage=0.0
iteration=405 	 commit=24e3973bc03c15d534b2eac6e70fc2b2bef2b6c0 	 equal=0 	 total=405 	 percentage=0.0
iteration=406 	 commit=64966ebefdbd350a2c34577f1bf88e39b3a48ece 	 equal=0 	 total=406 	 percentage=0.0
iteration=407 	 commit=2e55f6dc67680f16296e98decfa8a0cb4353d40b 	 equal=0 	 total=407 	 percentage=0.0
iteration=408 	 commit=74a8a91fdab1802f5c49aa1b507cbd9aec4e2ce7 	 equal=0 	 total=408 	 percentage=0.0
iteration=409 	 commit=2a350ee9b47ad4cf251f94444073785619c31c77 	 equal=0 	 total=409 	 percentage=0.0
iteration=410 	 commit=80b110a95da9deac24029b010ecc4f71cee226e9 	 equal=0 	 total=410 	 percentage=0.0
iteration=411 	 commit=c2f209c09f383ccfaa2bf8fe9b63882366bf4aec 	 equal=0 	 total=411 	 percentage=0.0
iteration=412 	 commit=c51e38cb3a808e315248e03c9e52bce08943c22b 	 equal=0 	 total=412 	 percentage=0.0
iteration=413 	 commit=9d461ac7d097fc9d0ac2e947b2796d9e189c7e81 	 equal=0 	 total=413 	 percentage=0.0
iteration=414 	 commit=d56184a0859aaf6873a3886b43a9638e9cf9f167 	 equal=0 	 total=414 	 percentage=0.0
iteration=415 	 commit=664f881008f40356c0502c8cc154e17e3c80e353 	 equal=0 	 total=415 	 percentage=0.0
iteration=416 	 commit=99a864a1f7a9cb59865f803770d7d62fb47cad69 	 equal=0 	 total=416 	 percentage=0.0
iteration=417 	 commit=c2b0a184a9e052d445bedda817b233c05424062e 	 equal=0 	 total=417 	 percentage=0.0
iteration=418 	 commit=1fbcf4098ba2aefe241de8d7ceb229b995d8daec 	 equal=0 	 total=418 	 percentage=0.0
iteration=419 	 commit=0762c9b69ba01628f72eada1c64ff3d361fb5716 	 equal=0 	 total=419 	 percentage=0.0
iteration=420 	 commit=62150ed2ab19a4dd76c15acc62c7d923d9f3b2cc 	 equal=0 	 total=420 	 percentage=0.0
iteration=421 	 commit=a28bc7515819bcf86382353611812dc4b73ac0fe 	 equal=0 	 total=421 	 percentage=0.0
iteration=422 	 commit=e91cbcf63933d1f3b8ab97a500321edd20f35e97 	 equal=0 	 total=422 	 percentage=0.0
iteration=423 	 commit=6705f4d28efd494581b44cdc8ab5ec98a4a981ae 	 equal=0 	 total=423 	 percentage=0.0
iteration=424 	 commit=eee1dd5acf9404aa453ca3fddfacc0e1839634b2 	 equal=0 	 total=424 	 percentage=0.0
iteration=425 	 commit=e8c9cd5c7a0d2ea95edf08b13af3baabce62dd63 	 equal=0 	 total=425 	 percentage=0.0
iteration=426 	 commit=4e326a3aa93b1709118a814c013a0178028dd9a3 	 equal=0 	 total=426 	 percentage=0.0
iteration=427 	 commit=5f1f455c2f659eb6c82adf2b1d3ae00466367873 	 equal=0 	 total=427 	 percentage=0.0
iteration=428 	 commit=e32afd3fd7785d861066dd06f93266cb6f433969 	 equal=0 	 total=428 	 percentage=0.0
iteration=429 	 commit=fa5e8ca66f226107a87d6c39b3e7820ba3dcba6b 	 equal=0 	 total=429 	 percentage=0.0
iteration=430 	 commit=0b793591acccda4c4e8fe420cc9fe5ae8674b4f3 	 equal=0 	 total=430 	 percentage=0.0
iteration=431 	 commit=8efc5b283cdc808bee17a5567c0a0f29dcdd9b9b 	 equal=0 	 total=431 	 percentage=0.0
iteration=432 	 commit=5a02583c7e683896d84878bd90641d8d9b0d0549 	 equal=0 	 total=432 	 percentage=0.0
iteration=433 	 commit=09b6f8183d05719830de80334dea83edeeec44e6 	 equal=0 	 total=433 	 percentage=0.0
iteration=434 	 commit=01d8cf07d9136aa2ecb1e4925a239973cbc89285 	 equal=0 	 total=434 	 percentage=0.0
iteration=435 	 commit=a6a578675b1b6e50e31feba3b5127822711c59e5 	 equal=0 	 total=435 	 percentage=0.0
iteration=436 	 commit=e3f1c7f751192d8f271a86e314ab12556293786b 	 equal=0 	 total=436 	 percentage=0.0
iteration=437 	 commit=39f10232b50959ec5193cb3fcbaf9fed8ce0680f 	 equal=0 	 total=437 	 percentage=0.0
iteration=438 	 commit=5c0e48b8833f04d895e8196ccb3caecc46f43929 	 equal=0 	 total=438 	 percentage=0.0
iteration=439 	 commit=0571b4e6073d5afbd0f4682e0486e655e347e0da 	 equal=0 	 total=439 	 percentage=0.0
iteration=440 	 commit=ea695ac0d608e79ce7b86804bab64565e85a8866 	 equal=0 	 total=440 	 percentage=0.0
iteration=441 	 commit=8074b881792b354b0e8c1b4076c5f41efd951a52 	 equal=0 	 total=441 	 percentage=0.0
iteration=442 	 commit=81958b6e94bce3b51effd1fa145daceab173b7a0 	 equal=0 	 total=442 	 percentage=0.0
iteration=443 	 commit=59028ba08c7e035a9976ed492598fa8a50139801 	 equal=0 	 total=443 	 percentage=0.0
iteration=444 	 commit=b17e3d1c2b6a6d4f3d365faa9908d2c91ca32420 	 equal=0 	 total=444 	 percentage=0.0
iteration=445 	 commit=6c91dd94959c94ee139e870843f285fcb22fc55c 	 equal=0 	 total=445 	 percentage=0.0
iteration=446 	 commit=2f2bf4b2caa1cb9a4a5039b7a44db101943382d1 	 equal=0 	 total=446 	 percentage=0.0
iteration=447 	 commit=0c1b4fd2cfc020451110d8131e8007203e2ccffc 	 equal=0 	 total=447 	 percentage=0.0
iteration=448 	 commit=4f67dbb0a1314326caac5e2780046c56210af2b1 	 equal=0 	 total=448 	 percentage=0.0
iteration=449 	 commit=1fc410d3d3cb7cf8ec4181f39dfdd66d39c240eb 	 equal=0 	 total=449 	 percentage=0.0
iteration=450 	 commit=87125732cc6c7a6251e4d0bc116387c84e09592d 	 equal=0 	 total=450 	 percentage=0.0
iteration=451 	 commit=6348496230a4b84caa8e2205cfa9a6a3239bcf20 	 equal=0 	 total=451 	 percentage=0.0
iteration=452 	 commit=b3a95d57f239b372f19b96784b66271dd66d26d3 	 equal=0 	 total=452 	 percentage=0.0
