nohup: ignoring input
iteration=0 	 commit=6e25cb08 	 equal=0 	 total=0 	 percentage=0.0
iteration=342 	 commit=cddd3b38 	 equal=0 	 total=337 	 percentage=0.0
iteration=343 	 commit=a7835bea 	 equal=0 	 total=338 	 percentage=0.0
iteration=344 	 commit=36177a62 	 equal=0 	 total=339 	 percentage=0.0
iteration=345 	 commit=0c7ece67 	 equal=0 	 total=340 	 percentage=0.0
iteration=346 	 commit=0d853df1 	 equal=0 	 total=341 	 percentage=0.0
iteration=347 	 commit=2483310d 	 equal=0 	 total=342 	 percentage=0.0
iteration=348 	 commit=91e3b98e 	 equal=0 	 total=343 	 percentage=0.0
iteration=349 	 commit=32f33f35 	 equal=0 	 total=344 	 percentage=0.0
iteration=350 	 commit=5da112c0 	 equal=0 	 total=345 	 percentage=0.0
iteration=351 	 commit=f2f279b2 	 equal=0 	 total=346 	 percentage=0.0
iteration=352 	 commit=1ebcde72 	 equal=0 	 total=347 	 percentage=0.0
iteration=353 	 commit=886feffa 	 equal=0 	 total=348 	 percentage=0.0
iteration=354 	 commit=6604a085 	 equal=0 	 total=349 	 percentage=0.0
iteration=355 	 commit=8b24c177 	 equal=0 	 total=350 	 percentage=0.0
iteration=356 	 commit=be211a9c 	 equal=0 	 total=351 	 percentage=0.0
iteration=357 	 commit=e548e929 	 equal=0 	 total=352 	 percentage=0.0
iteration=358 	 commit=5906a015 	 equal=0 	 total=353 	 percentage=0.0
iteration=359 	 commit=918c22e8 	 equal=0 	 total=354 	 percentage=0.0
iteration=360 	 commit=953a33b7 	 equal=0 	 total=355 	 percentage=0.0
iteration=361 	 commit=dd64c60b 	 equal=0 	 total=356 	 percentage=0.0
iteration=362 	 commit=bdb9dc8a 	 equal=0 	 total=357 	 percentage=0.0
iteration=363 	 commit=928c2a34 	 equal=0 	 total=358 	 percentage=0.0
iteration=364 	 commit=f47f7f78 	 equal=0 	 total=359 	 percentage=0.0
iteration=365 	 commit=94b59691 	 equal=0 	 total=360 	 percentage=0.0
iteration=366 	 commit=2f7c946c 	 equal=0 	 total=361 	 percentage=0.0
iteration=367 	 commit=c7fdd775 	 equal=0 	 total=362 	 percentage=0.0
iteration=368 	 commit=fe098a93 	 equal=0 	 total=363 	 percentage=0.0
iteration=369 	 commit=6e791a24 	 equal=0 	 total=364 	 percentage=0.0
iteration=370 	 commit=a300adc2 	 equal=0 	 total=365 	 percentage=0.0
iteration=371 	 commit=7d16b302 	 equal=0 	 total=366 	 percentage=0.0
iteration=372 	 commit=5d771f35 	 equal=0 	 total=367 	 percentage=0.0
iteration=373 	 commit=18d38b13 	 equal=0 	 total=368 	 percentage=0.0
iteration=374 	 commit=c4c705ab 	 equal=0 	 total=369 	 percentage=0.0
iteration=375 	 commit=a0df216f 	 equal=0 	 total=370 	 percentage=0.0
iteration=376 	 commit=54604869 	 equal=0 	 total=371 	 percentage=0.0
iteration=377 	 commit=bbfd083c 	 equal=0 	 total=372 	 percentage=0.0
iteration=378 	 commit=9bbc01fb 	 equal=0 	 total=373 	 percentage=0.0
iteration=379 	 commit=df0d7e36 	 equal=0 	 total=374 	 percentage=0.0
iteration=380 	 commit=6ab25f8b 	 equal=0 	 total=375 	 percentage=0.0
iteration=381 	 commit=255b0eee 	 equal=0 	 total=376 	 percentage=0.0
iteration=382 	 commit=7a8fcf6d 	 equal=0 	 total=377 	 percentage=0.0
iteration=383 	 commit=706322c2 	 equal=0 	 total=378 	 percentage=0.0
iteration=384 	 commit=e03554a6 	 equal=0 	 total=379 	 percentage=0.0
iteration=385 	 commit=70c221c5 	 equal=0 	 total=380 	 percentage=0.0
iteration=386 	 commit=857d26a6 	 equal=0 	 total=381 	 percentage=0.0
iteration=387 	 commit=a3c71a67 	 equal=0 	 total=382 	 percentage=0.0
iteration=388 	 commit=eb94f4a8 	 equal=0 	 total=383 	 percentage=0.0
iteration=389 	 commit=c7560c13 	 equal=0 	 total=384 	 percentage=0.0
iteration=390 	 commit=d678ecca 	 equal=0 	 total=385 	 percentage=0.0
iteration=391 	 commit=96610cc8 	 equal=0 	 total=386 	 percentage=0.0
iteration=392 	 commit=56da0e9c 	 equal=0 	 total=387 	 percentage=0.0
iteration=393 	 commit=3aa0bf3a 	 equal=0 	 total=388 	 percentage=0.0
iteration=394 	 commit=45caf9b8 	 equal=0 	 total=389 	 percentage=0.0
iteration=395 	 commit=53dadf80 	 equal=0 	 total=390 	 percentage=0.0
iteration=396 	 commit=4a3f98ad 	 equal=0 	 total=391 	 percentage=0.0
iteration=397 	 commit=a1c7f7f8 	 equal=0 	 total=392 	 percentage=0.0
iteration=398 	 commit=2c0e7ae5 	 equal=0 	 total=393 	 percentage=0.0
iteration=399 	 commit=af5dcc9c 	 equal=0 	 total=394 	 percentage=0.0
iteration=400 	 commit=d1cc3105 	 equal=0 	 total=395 	 percentage=0.0
iteration=401 	 commit=99d6bb22 	 equal=0 	 total=396 	 percentage=0.0
iteration=402 	 commit=929bcc40 	 equal=0 	 total=397 	 percentage=0.0
iteration=403 	 commit=6ad00e52 	 equal=0 	 total=398 	 percentage=0.0
iteration=404 	 commit=b7e00ef8 	 equal=0 	 total=399 	 percentage=0.0
iteration=405 	 commit=ebfc18aa 	 equal=0 	 total=400 	 percentage=0.0
iteration=406 	 commit=f05ae9b5 	 equal=0 	 total=401 	 percentage=0.0
iteration=407 	 commit=b18c6ec4 	 equal=0 	 total=402 	 percentage=0.0
iteration=408 	 commit=778e4499 	 equal=0 	 total=403 	 percentage=0.0
iteration=409 	 commit=213410fa 	 equal=0 	 total=404 	 percentage=0.0
iteration=410 	 commit=e54a33ce 	 equal=0 	 total=405 	 percentage=0.0
iteration=411 	 commit=e6c4afd5 	 equal=0 	 total=406 	 percentage=0.0
iteration=412 	 commit=d26963a5 	 equal=0 	 total=407 	 percentage=0.0
iteration=413 	 commit=7c82b43b 	 equal=0 	 total=408 	 percentage=0.0
iteration=414 	 commit=7e3d6810 	 equal=0 	 total=409 	 percentage=0.0
iteration=415 	 commit=06c329c1 	 equal=0 	 total=410 	 percentage=0.0
iteration=416 	 commit=4fab9089 	 equal=0 	 total=411 	 percentage=0.0
iteration=417 	 commit=c74c07cc 	 equal=0 	 total=412 	 percentage=0.0
iteration=418 	 commit=9123f680 	 equal=0 	 total=413 	 percentage=0.0
iteration=419 	 commit=e6672783 	 equal=0 	 total=414 	 percentage=0.0
iteration=420 	 commit=c9a4ab05 	 equal=0 	 total=415 	 percentage=0.0
iteration=421 	 commit=0c4f37aa 	 equal=0 	 total=416 	 percentage=0.0
iteration=422 	 commit=5540e6ab 	 equal=0 	 total=417 	 percentage=0.0
iteration=423 	 commit=42dff223 	 equal=0 	 total=418 	 percentage=0.0
iteration=424 	 commit=afe0ec4d 	 equal=0 	 total=419 	 percentage=0.0
iteration=425 	 commit=08cab892 	 equal=0 	 total=420 	 percentage=0.0
iteration=426 	 commit=b62de126 	 equal=0 	 total=421 	 percentage=0.0
iteration=427 	 commit=b22c75e4 	 equal=0 	 total=422 	 percentage=0.0
iteration=428 	 commit=c6fe4f8d 	 equal=0 	 total=423 	 percentage=0.0
iteration=429 	 commit=4ee99d31 	 equal=0 	 total=424 	 percentage=0.0
iteration=430 	 commit=83a83475 	 equal=0 	 total=425 	 percentage=0.0
iteration=431 	 commit=8c4b1482 	 equal=0 	 total=426 	 percentage=0.0
iteration=432 	 commit=f4a552ed 	 equal=0 	 total=427 	 percentage=0.0
iteration=433 	 commit=2dd61dd9 	 equal=0 	 total=428 	 percentage=0.0
iteration=434 	 commit=d577030c 	 equal=0 	 total=429 	 percentage=0.0
iteration=435 	 commit=733b7d4f 	 equal=0 	 total=430 	 percentage=0.0
iteration=436 	 commit=32210fa4 	 equal=0 	 total=431 	 percentage=0.0
iteration=437 	 commit=6844ede2 	 equal=0 	 total=432 	 percentage=0.0
iteration=438 	 commit=3ebfe712 	 equal=0 	 total=433 	 percentage=0.0
iteration=439 	 commit=00286ca5 	 equal=0 	 total=434 	 percentage=0.0
iteration=440 	 commit=729620c5 	 equal=0 	 total=435 	 percentage=0.0
iteration=441 	 commit=57384fda 	 equal=0 	 total=436 	 percentage=0.0
iteration=442 	 commit=5bdd8466 	 equal=0 	 total=437 	 percentage=0.0
iteration=443 	 commit=51e5aada 	 equal=0 	 total=438 	 percentage=0.0
iteration=444 	 commit=7ff92da9 	 equal=0 	 total=439 	 percentage=0.0
iteration=445 	 commit=1183552d 	 equal=0 	 total=440 	 percentage=0.0
iteration=446 	 commit=b9417d40 	 equal=0 	 total=441 	 percentage=0.0
iteration=447 	 commit=e751c2ec 	 equal=0 	 total=442 	 percentage=0.0
iteration=448 	 commit=6c3734ed 	 equal=0 	 total=443 	 percentage=0.0
iteration=449 	 commit=b3cfe23b 	 equal=0 	 total=444 	 percentage=0.0
iteration=450 	 commit=2262a494 	 equal=0 	 total=445 	 percentage=0.0
iteration=451 	 commit=c7b34930 	 equal=0 	 total=446 	 percentage=0.0
iteration=452 	 commit=46e28cbc 	 equal=0 	 total=447 	 percentage=0.0
iteration=453 	 commit=106b5e53 	 equal=0 	 total=448 	 percentage=0.0
iteration=454 	 commit=c76870cb 	 equal=0 	 total=449 	 percentage=0.0
iteration=455 	 commit=c7f0813c 	 equal=0 	 total=450 	 percentage=0.0
iteration=456 	 commit=d953646a 	 equal=0 	 total=451 	 percentage=0.0
iteration=457 	 commit=d8fd1a2b 	 equal=0 	 total=452 	 percentage=0.0
iteration=458 	 commit=1e2dcc2d 	 equal=0 	 total=453 	 percentage=0.0
iteration=459 	 commit=600f1991 	 equal=0 	 total=454 	 percentage=0.0
iteration=460 	 commit=18cc2f85 	 equal=0 	 total=455 	 percentage=0.0
iteration=461 	 commit=f9c1d344 	 equal=0 	 total=456 	 percentage=0.0
iteration=462 	 commit=13abba09 	 equal=0 	 total=457 	 percentage=0.0
iteration=463 	 commit=b9b0dcd5 	 equal=0 	 total=458 	 percentage=0.0
iteration=464 	 commit=7cca8080 	 equal=0 	 total=459 	 percentage=0.0
iteration=465 	 commit=306694df 	 equal=0 	 total=460 	 percentage=0.0
iteration=466 	 commit=19e56291 	 equal=0 	 total=461 	 percentage=0.0
iteration=467 	 commit=a7ce29a6 	 equal=0 	 total=462 	 percentage=0.0
iteration=468 	 commit=b1926cc0 	 equal=0 	 total=463 	 percentage=0.0
iteration=469 	 commit=4bc93658 	 equal=0 	 total=464 	 percentage=0.0
iteration=470 	 commit=d44f74f1 	 equal=0 	 total=465 	 percentage=0.0
iteration=471 	 commit=bf9d70fc 	 equal=0 	 total=466 	 percentage=0.0
iteration=472 	 commit=7929dc2f 	 equal=0 	 total=467 	 percentage=0.0
iteration=473 	 commit=2d8f297c 	 equal=0 	 total=468 	 percentage=0.0
iteration=474 	 commit=5100b045 	 equal=0 	 total=469 	 percentage=0.0
iteration=475 	 commit=fd8f498f 	 equal=0 	 total=470 	 percentage=0.0
iteration=476 	 commit=e5d6512a 	 equal=0 	 total=471 	 percentage=0.0
iteration=477 	 commit=087b8b41 	 equal=0 	 total=472 	 percentage=0.0
iteration=478 	 commit=5c0f9ea9 	 equal=0 	 total=473 	 percentage=0.0
iteration=479 	 commit=09142700 	 equal=0 	 total=474 	 percentage=0.0
iteration=480 	 commit=832ac4c1 	 equal=0 	 total=475 	 percentage=0.0
iteration=481 	 commit=806939eb 	 equal=0 	 total=476 	 percentage=0.0
iteration=482 	 commit=164662ef 	 equal=0 	 total=477 	 percentage=0.0
iteration=483 	 commit=7cbd8cd5 	 equal=0 	 total=478 	 percentage=0.0
iteration=484 	 commit=5150d2da 	 equal=0 	 total=479 	 percentage=0.0
iteration=485 	 commit=cbc703f7 	 equal=0 	 total=480 	 percentage=0.0
iteration=486 	 commit=8b781dca 	 equal=0 	 total=481 	 percentage=0.0
iteration=487 	 commit=bbb6759b 	 equal=0 	 total=482 	 percentage=0.0
iteration=488 	 commit=8646547e 	 equal=0 	 total=483 	 percentage=0.0
ERROR: Could not curl parent commit!
